

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:02:46 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,BATT.I-3 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,PRES.I-1 (inch) ,
2027,2002-01-01,,    4.00,-99.9,     2.4,    10.0,-99.9,     0.2,-99.9,     5.0,-99.9,     7.2,     6.4,     6.5,     9.5,    21.6,     8.4,     9.3,    10.6,    12.3,    15.5,     0.0,     0.1,     0.1,     0.1,     0.1,    5.32,    4.95,    5.00,    6.34,   13.15,   12.84,    3.27,-99.9,     343,     3.7,-99.9,
2027,2002-01-02,,    4.00,-99.9,     6.6,    11.5,-99.9,    -1.9,-99.9,     5.2,-99.9,     5.7,     6.2,     6.2,    10.0,    21.6,     9.8,    10.5,    11.0,    12.1,    15.2,     0.1,     0.1,     0.1,     0.1,     0.1,    4.68,    4.90,    4.89,    6.55,   13.11,   12.85,    3.27,-99.9,     356,     4.3,-99.9,
2027,2002-01-03,,    4.80,-99.9,     0.4,     6.7,-99.9,     0.4,-99.9,     2.3,-99.9,    12.4,    11.3,    12.3,    10.0,    21.2,     5.6,     6.5,     7.9,    11.0,    15.0,     0.1,     0.1,     0.1,     0.1,     0.2,    7.73,    7.16,    7.65,    6.56,   12.87,   12.62,    3.28,-99.9,      44,     7.1,-99.9,
2027,2002-01-04,,    4.80,-99.9,    -0.8,     3.3,-99.9,    -0.9,-99.9,     1.1,-99.9,    11.7,    10.4,    11.4,    10.2,    21.3,     3.8,     4.8,     6.7,     9.9,    14.6,     0.0,     0.1,     0.1,     0.1,     0.1,    7.36,    6.76,    7.23,    6.62,   12.91,   12.76,    3.27,-99.9,     316,     7.3,-99.9,
2027,2002-01-05,,    4.80,-99.9,    -3.1,     9.1,-99.9,    -4.8,-99.9,     0.6,-99.9,    11.7,    10.0,    11.7,     9.8,    21.9,     4.3,     5.4,     7.1,     9.5,    14.1,     0.0,     0.1,     0.1,     0.1,     0.1,    7.38,    6.53,    7.37,    6.45,   13.33,   12.80,    3.27,-99.9,     311,     3.0,-99.9,
2027,2002-01-06,,    4.80,-99.9,    10.0,    12.8,-99.9,    -5.4,-99.9,     3.3,-99.9,    10.4,     9.7,    11.5,     9.8,    21.3,     6.4,     7.0,     7.7,     9.4,    13.7,     0.1,     0.1,     0.0,     0.1,     0.2,    6.76,    6.43,    7.29,    6.47,   12.96,   12.85,    3.27,-99.9,     106,     2.3,-99.9,
2027,2002-01-07,,    5.01,-99.9,     6.9,    14.7,-99.9,     6.7,-99.9,    10.4,-99.9,    11.5,    10.6,    11.7,    10.7,    21.6,     7.9,     8.5,     9.0,    10.1,    13.4,     0.1,     0.1,     0.1,     0.1,     0.1,    7.26,    6.83,    7.36,    6.88,   13.16,   12.80,    3.28,-99.9,     247,     8.2,-99.9,
2027,2002-01-08,,    5.01,-99.9,     1.8,     7.5,-99.9,     1.7,-99.9,     5.6,-99.9,    10.6,    10.3,    11.4,    11.4,    21.6,     5.3,     6.3,     7.9,    10.0,    13.4,     0.1,     0.1,     0.1,     0.1,     0.1,    6.84,    6.68,    7.25,    7.21,   13.15,   12.82,    3.28,-99.9,     295,     5.6,-99.9,
2027,2002-01-09,,    5.01,-99.9,    -0.9,     9.5,-99.9,    -2.6,-99.9,     2.5,-99.9,    10.5,     9.9,    11.7,    11.2,    21.4,     4.9,     6.0,     7.6,     9.6,    13.3,     0.1,     0.1,     0.0,     0.1,     0.2,    6.80,    6.50,    7.38,    7.14,   12.98,   12.81,    3.28,-99.9,     270,     3.3,-99.9,
2027,2002-01-10,,    5.01,-99.9,     8.7,    17.9,-99.9,    -2.3,-99.9,     7.4,-99.9,    10.5,     9.5,    10.4,    10.7,    22.0,     7.5,     8.2,     8.8,     9.7,    13.0,     0.1,     0.1,     0.1,     0.1,     0.1,    6.77,    6.33,    6.73,    6.89,   13.39,   12.86,    3.28,-99.9,     222,     2.5,-99.9,
2027,2002-01-11,,    5.01,-99.9,    12.3,    21.8,-99.9,     5.9,-99.9,    13.4,-99.9,    10.0,     9.4,    11.0,    11.1,    21.7,    10.1,    10.6,    10.6,    10.5,    12.9,     0.1,     0.1,     0.1,     0.1,     0.1,    6.54,    6.29,    7.03,    7.09,   13.17,   12.87,    3.28,-99.9,     225,     2.7,-99.9,
