

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:02:44 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,BATT.I-3 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,PRES.I-1 (inch) ,
2027,2001-01-16,,   15.72,-99.9,    14.6,    22.0,-99.9,     5.4,-99.9,    13.6,-99.9,    10.0,    10.3,    10.7,-99.9,    24.0,    12.8,    13.0,    12.3,    11.2,    11.9,     0.1,     0.1,     0.0,     0.1,     0.1,    6.57,    6.67,    6.87,    7.56,   14.76,   12.76,    3.19,-99.9,     328,     2.3,   29.80,
2027,2001-01-17,,   15.72,-99.9,     9.7,    16.3,-99.9,     9.4,-99.9,    13.1,-99.9,    10.6,     9.8,     9.6,    11.9,    23.6,    11.3,    11.8,    11.9,    11.7,    12.2,     0.0,     0.1,     0.1,     0.1,     0.1,    6.81,    6.47,    6.37,    7.47,   14.52,   12.56,    3.20,-99.9,     365,     4.0,   29.60,
2027,2001-01-18,,   15.81,-99.9,    10.9,    14.3,-99.9,     8.6,-99.9,    10.9,-99.9,    11.2,    10.4,    10.2,    10.4,    24.0,    10.9,    11.3,    11.4,    11.6,    12.5,     0.0,     0.1,     0.1,     0.1,     0.1,    7.14,    6.74,    6.66,    6.74,   14.74,   12.47,    3.20,-99.9,      65,     3.7,   29.74,
2027,2001-01-19,,   15.81,-99.9,    16.8,    24.5,-99.9,    10.1,-99.9,    16.6,-99.9,    10.8,    10.2,    10.4,    10.7,    23.8,    13.7,    14.0,    13.5,    12.3,    12.7,     0.0,     0.1,     0.1,     0.1,     0.1,    6.91,    6.63,    6.74,    6.88,   14.60,   12.71,    3.20,-99.9,     153,     3.9,-99.9,
2027,2001-01-20,,   17.17,-99.9,    15.6,    27.3,-99.9,    15.6,-99.9,    19.9,-99.9,    18.8,    17.6,    17.5,    15.5,    23.6,    15.9,    16.2,    15.6,    13.7,    13.0,     0.0,     0.0,     0.0,     0.1,     0.1,   11.36,   10.62,   10.52,    9.38,   14.46,   12.70,    3.20,-99.9,     206,     7.5,-99.9,
2027,2001-01-21,,   17.28,-99.9,     1.0,    15.8,-99.9,     1.0,-99.9,     6.4,-99.9,    13.5,    13.8,    14.2,    14.4,    24.7,     7.7,     8.5,    10.6,    12.8,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    8.27,    8.43,    8.67,    8.78,   15.28,   12.66,    3.20,-99.9,     304,     9.9,-99.9,
2027,2001-01-22,,   17.28,-99.9,     0.8,    11.0,-99.9,    -1.6,-99.9,     3.3,-99.9,    12.9,    12.8,    13.7,    13.8,    25.3,     7.5,     8.3,     9.7,    11.2,    13.3,     0.0,     0.1,     0.1,     0.1,     0.1,    7.99,    7.92,    8.41,    8.43,   15.72,   12.69,    3.20,-99.9,     345,     4.6,-99.9,
2027,2001-01-23,,   17.34,-99.9,     4.3,    12.0,-99.9,    -2.5,-99.9,     4.7,-99.9,    11.9,    12.2,    13.0,    14.0,    24.6,     7.8,     8.5,     9.5,    10.7,    13.0,     0.1,     0.1,     0.0,     0.1,     0.1,    7.47,    7.63,    8.03,    8.56,   15.19,   12.71,    3.20,-99.9,      10,     2.8,-99.9,
2027,2001-01-24,,   17.34,-99.9,     8.2,    14.2,-99.9,     2.4,-99.9,     7.6,-99.9,    11.4,    11.6,    12.7,    13.7,    24.6,     8.2,     8.8,     9.5,    10.4,    12.7,     0.1,     0.1,     0.0,     0.1,     0.1,    7.20,    7.33,    7.89,    8.43,   15.22,   12.74,    3.20,-99.9,     349,     6.9,-99.9,
2027,2001-01-25,,   17.34,-99.9,     6.5,    14.7,-99.9,     1.2,-99.9,     8.3,-99.9,    11.3,    11.2,    12.3,    12.0,    24.7,     7.8,     8.5,     9.4,    10.3,    12.6,     0.1,     0.1,     0.0,     0.1,     0.1,    7.18,    7.12,    7.67,    7.51,   15.25,   12.73,    3.20,-99.9,     292,     3.9,-99.9,
2027,2001-01-26,,   17.34,-99.9,    -0.1,    11.9,-99.9,    -0.1,-99.9,     7.1,-99.9,    10.9,    11.1,    11.3,    12.5,    24.5,     6.7,     7.6,     8.9,    10.2,    12.4,     0.1,     0.0,     0.0,     0.1,     0.1,    6.98,    7.09,    7.19,    7.77,   15.12,   12.71,    3.20,-99.9,     333,     7.2,-99.9,
2027,2001-01-27,,   17.34,-99.9,     6.6,    14.1,-99.9,    -1.7,-99.9,     5.9,-99.9,    10.6,    10.5,    10.7,    12.9,    24.1,     8.0,     8.6,     9.1,     9.8,    12.2,     0.0,     0.1,     0.1,     0.1,     0.1,    6.83,    6.79,    6.88,    7.98,   14.84,   12.77,    3.20,-99.9,     132,     3.0,-99.9,
2027,2001-01-28,,   17.34,-99.9,     6.2,    21.3,-99.9,     6.0,-99.9,    12.4,-99.9,     9.8,    10.2,     9.9,    12.0,    24.5,     9.9,    10.5,    10.9,    10.7,    12.1,     0.1,     0.1,     0.1,     0.1,     0.1,    6.48,    6.66,    6.49,    7.54,   15.12,   12.74,    3.20,-99.9,     253,     2.7,-99.9,
2027,2001-01-29,,   17.34,-99.9,    12.5,    21.6,-99.9,     2.7,-99.9,    11.0,-99.9,    10.3,     9.9,    10.1,    11.2,    24.0,    10.5,    11.1,    11.4,    11.2,    12.2,     0.0,     0.1,     0.0,     0.1,     0.1,    6.71,    6.50,    6.58,    7.11,   14.77,   12.77,    3.20,-99.9,      46,     1.6,-99.9,
2027,2001-01-30,,   17.34,-99.9,    19.2,    22.1,-99.9,     8.5,-99.9,    16.1,-99.9,     9.6,     9.8,     9.2,    10.9,    24.2,    13.5,    13.7,    12.8,    11.7,    12.4,     0.1,     0.1,     0.1,     0.1,     0.1,    6.37,    6.44,    6.20,    6.99,   14.93,   12.80,    3.20,-99.9,     155,     7.4,-99.9,
2027,2001-01-31,,   17.68,-99.9,    14.3,    20.3,-99.9,    12.2,-99.9,    16.1,-99.9,    12.2,    12.0,    12.2,    12.3,    24.2,    13.1,    13.6,    13.5,    12.8,    12.7,     0.1,     0.1,     0.0,     0.1,     0.1,    7.64,    7.52,    7.64,    7.66,   14.94,   12.77,    3.20,-99.9,     222,     4.9,-99.9,
2027,2001-02-01,,   17.71,-99.9,    12.7,    16.7,-99.9,    10.7,-99.9,    14.0,-99.9,    12.4,    12.2,    11.8,    11.7,    23.7,    12.7,    13.1,    12.9,    12.7,    13.0,     0.0,     0.1,     0.0,     0.1,     0.1,    7.73,    7.63,    7.43,    7.38,   14.53,   12.60,    3.20,-99.9,     216,     2.2,-99.9,
2027,2001-02-02,,   17.73,-99.9,     9.5,    13.0,-99.9,     9.5,-99.9,    11.3,-99.9,    12.2,    12.1,    11.2,    12.0,    24.1,    11.4,    11.9,    12.1,    12.5,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    7.60,    7.58,    7.10,    7.54,   14.81,   12.47,    3.20,-99.9,     350,     2.1,-99.9,
2027,2001-02-03,,   17.73,-99.9,     8.3,    10.8,-99.9,     8.2,-99.9,     9.3,-99.9,    11.1,    11.7,    11.1,    11.9,    24.1,     9.8,    10.4,    10.9,    11.9,    13.3,     0.1,     0.1,     0.1,     0.1,     0.1,    7.07,    7.38,    7.07,    7.49,   14.82,   12.39,    3.20,-99.9,     304,     4.1,-99.9,
2027,2001-02-04,,   17.73,-99.9,     7.9,    10.5,-99.9,     3.6,-99.9,     7.7,-99.9,    11.8,    11.5,    11.3,    11.2,    23.9,     9.9,    10.4,    10.8,    11.5,    13.1,     0.0,     0.1,     0.0,     0.1,     0.1,    7.41,    7.26,    7.19,    7.15,   14.69,   12.71,    3.20,-99.9,      17,     3.8,-99.9,
2027,2001-02-05,,   17.81,-99.9,     6.5,    17.0,-99.9,     5.9,-99.9,     9.8,-99.9,    11.2,    11.4,    10.8,    11.9,    24.0,    10.6,    11.2,    12.0,    12.0,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    7.12,    7.24,    6.94,    7.46,   14.75,   12.70,    3.20,-99.9,      43,     2.7,-99.9,
2027,2001-02-06,,   17.81,-99.9,     4.5,    18.4,-99.9,     1.3,-99.9,     9.3,-99.9,    10.4,    11.0,    10.6,    12.0,    23.9,     9.8,    10.5,    11.4,    11.8,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    6.75,    7.05,    6.85,    7.52,   14.74,   12.72,    3.20,-99.9,     274,     3.4,-99.9,
2027,2001-02-07,,   17.81,-99.9,     5.3,    19.3,-99.9,    -0.1,-99.9,     9.0,-99.9,    10.5,    10.7,    10.3,    12.4,    23.8,    10.3,    10.9,    11.7,    11.8,    13.0,     0.1,     0.1,     0.1,     0.1,     0.1,    6.78,    6.86,    6.67,    7.73,   14.62,   12.73,    3.20,-99.9,     189,     1.8,-99.9,
2027,2001-02-08,,   17.81,-99.9,    12.1,    23.1,-99.9,     2.2,-99.9,    11.3,-99.9,    10.1,    10.2,    10.2,    11.4,    23.8,    11.1,    11.7,    12.2,    12.0,    13.0,     0.1,     0.1,     0.1,     0.1,     0.1,    6.60,    6.63,    6.67,    7.24,   14.64,   12.73,    3.20,-99.9,      84,     1.9,-99.9,
2027,2001-02-09,,   17.81,-99.9,    15.5,    24.5,-99.9,     7.5,-99.9,    16.2,-99.9,     9.3,     9.8,     9.8,    11.5,    24.0,    13.7,    14.0,    13.7,    12.7,    13.1,     0.1,     0.1,     0.0,     0.1,     0.1,    6.23,    6.44,    6.47,    7.28,   14.79,   12.79,    3.20,-99.9,     111,     5.0,-99.9,
2027,2001-02-10,,   17.81,-99.9,    17.6,    25.8,-99.9,    11.9,-99.9,    18.7,-99.9,     8.9,     9.6,     9.7,    10.5,    24.1,    15.2,    15.5,    15.0,    13.6,    13.3,     0.1,     0.1,     0.1,     0.1,     0.1,    6.05,    6.35,    6.39,    6.81,   14.83,   12.78,    3.20,-99.9,     174,     5.5,-99.9,
2027,2001-02-11,,   18.28,-99.9,    10.3,    19.0,-99.9,    10.1,-99.9,    15.4,-99.9,    14.0,    12.8,    11.7,    10.3,    23.9,    12.5,    13.1,    13.9,    14.0,    13.7,     0.0,     0.1,     0.1,     0.1,     0.1,    8.58,    7.93,    7.40,    6.71,   14.71,   12.62,    3.20,-99.9,     288,     4.1,-99.9,
2027,2001-02-12,,   18.28,-99.9,    13.7,    19.8,-99.9,     3.8,-99.9,    12.1,-99.9,    12.1,    12.0,    11.5,    11.5,    24.1,    14.0,    14.3,    14.1,    13.5,    13.8,     0.1,     0.1,     0.1,     0.1,     0.1,    7.57,    7.52,    7.25,    7.27,   14.81,   12.79,    3.20,-99.9,      64,     5.5,-99.9,
2027,2001-02-13,,   18.28,-99.9,     9.3,    13.8,-99.9,     9.1,-99.9,    11.6,-99.9,    12.1,    11.5,    11.7,    11.1,    23.6,    12.4,    12.9,    13.2,    13.5,    13.9,     0.0,     0.1,     0.0,     0.1,     0.1,    7.58,    7.25,    7.39,    7.09,   14.50,   12.65,    3.20,-99.9,      65,     5.6,-99.9,
2027,2001-02-14,,   18.28,-99.9,    13.5,    16.9,-99.9,     8.2,-99.9,    11.8,-99.9,    11.2,    11.1,    11.1,    10.8,    23.7,    13.1,    13.5,    13.5,    13.3,    14.0,     0.1,     0.1,     0.1,     0.1,     0.1,    7.15,    7.08,    7.05,    6.92,   14.58,   12.74,    3.20,-99.9,      70,     3.6,-99.9,
2027,2001-02-15,,   18.28,-99.9,    16.9,    22.6,-99.9,    13.2,-99.9,    16.8,-99.9,    11.2,    11.2,    10.8,    11.2,    23.7,    15.1,    15.4,    15.2,    14.1,    14.0,     0.1,     0.1,     0.1,     0.1,     0.1,    7.14,    7.11,    6.95,    7.12,   14.53,   12.74,    3.20,-99.9,     166,     2.7,-99.9,
2027,2001-02-16,,   18.28,-99.9,    18.4,    25.3,-99.9,    15.0,-99.9,    19.4,-99.9,    10.8,    10.6,    11.0,    11.2,    23.5,    16.5,    16.8,    16.3,    14.9,    14.3,     0.1,     0.1,     0.0,     0.1,     0.1,    6.95,    6.86,    7.00,    7.15,   14.40,   12.76,    3.20,-99.9,     225,     3.0,-99.9,
2027,2001-02-17,,   18.28,-99.9,    21.2,    26.1,-99.9,    17.5,-99.9,    20.9,-99.9,    10.4,    10.5,     9.7,    11.6,    24.2,    17.6,    17.9,    17.1,    15.6,    14.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.74,    6.77,    6.41,    7.30,   14.94,   12.76,    3.20,-99.9,     204,     5.9,-99.9,
2027,2001-02-18,,   18.33,-99.9,     8.7,    22.8,-99.9,     8.7,-99.9,    15.3,-99.9,    10.3,    10.1,     9.1,    11.4,    23.7,    13.7,    14.5,    15.7,    15.8,    15.0,     0.0,     0.1,     0.1,     0.1,     0.1,    6.69,    6.62,    6.12,    7.24,   14.58,   12.73,    3.20,-99.9,     335,    11.1,-99.9,
2027,2001-02-19,,   18.33,-99.9,     8.5,    17.1,-99.9,     3.0,-99.9,     9.3,-99.9,     9.7,     9.7,     9.9,    11.5,    23.8,    12.5,    13.3,    14.3,    14.8,    15.1,     0.0,     0.1,     0.0,     0.1,     0.1,    6.39,    6.41,    6.50,    7.25,   14.65,   12.75,    3.20,-99.9,      11,     5.7,-99.9,
2027,2001-02-20,,   18.33,-99.9,    12.9,    21.6,-99.9,     4.4,-99.9,    12.3,-99.9,     8.7,     9.5,     9.0,    11.9,    23.5,    13.8,    14.3,    14.6,    14.4,    14.9,     0.1,     0.1,     0.1,     0.1,     0.1,    5.96,    6.30,    6.09,    7.49,   14.45,   12.77,    3.20,-99.9,     120,     4.5,-99.9,
2027,2001-02-21,,   18.33,-99.9,    16.5,    24.6,-99.9,     8.9,-99.9,    16.5,-99.9,     8.7,     8.8,     8.9,    11.7,    23.5,    15.7,    16.0,    15.6,    14.7,    14.9,     0.0,     0.1,     0.1,     0.1,     0.1,    5.94,    5.99,    6.03,    7.36,   14.45,   12.77,    3.20,-99.9,     155,     2.4,-99.9,
2027,2001-02-22,,   18.33,-99.9,    15.9,    23.5,-99.9,    14.8,-99.9,    17.8,-99.9,     8.1,     8.8,     7.8,    10.6,    24.0,    15.9,    16.2,    16.0,    15.3,    15.0,     0.1,     0.1,     0.1,     0.1,     0.1,    5.68,    5.98,    5.57,    6.82,   14.79,   12.62,    3.20,-99.9,     180,     1.5,-99.9,
2027,2001-02-23,,   18.44,-99.9,    14.5,    25.3,-99.9,    14.4,-99.9,    19.4,-99.9,     9.5,     9.3,     7.6,    11.0,    23.6,    17.2,    17.5,    17.1,    15.9,    15.2,     0.0,     0.1,     0.1,     0.1,     0.1,    6.33,    6.21,    5.46,    7.02,   14.52,   12.77,    3.20,-99.9,     236,     4.4,-99.9,
2027,2001-02-24,,   18.44,-99.9,    10.8,    18.2,-99.9,     8.8,-99.9,    12.6,-99.9,     7.8,     8.9,     8.3,    10.8,    23.8,    14.1,    14.8,    15.4,    15.5,    15.4,     0.1,     0.1,     0.1,     0.1,     0.1,    5.55,    6.04,    5.77,    6.95,   14.61,   12.74,    3.20,-99.9,      59,     7.2,-99.9,
2027,2001-02-25,,   18.44,-99.9,    19.2,    23.6,-99.9,    10.6,-99.9,    17.6,-99.9,     7.7,     8.3,     8.0,    11.7,    23.7,    16.9,    17.1,    16.5,    15.5,    15.4,     0.1,     0.1,     0.0,     0.1,     0.1,    5.50,    5.78,    5.64,    7.38,   14.54,   12.75,    3.20,-99.9,     109,     8.4,-99.9,
2027,2001-02-26,,   18.44,-99.9,    20.2,    28.5,-99.9,    19.0,-99.9,    22.5,-99.9,     5.9,     7.9,     8.2,    11.3,    24.1,    18.7,    19.0,    18.3,    16.6,    15.6,     0.1,     0.1,     0.0,     0.1,     0.1,    4.77,    5.62,    5.75,    7.20,   14.85,   12.75,    3.20,-99.9,     180,     5.3,-99.9,
2027,2001-02-27,,   18.44,-99.9,    12.4,    27.4,-99.9,    12.4,-99.9,    21.0,-99.9,     6.7,     7.2,     7.2,    11.1,    23.6,    17.6,    18.2,    18.5,    17.4,    15.9,     0.0,     0.1,     0.1,     0.1,     0.1,    5.11,    5.30,    5.28,    7.09,   14.49,   12.75,    3.20,-99.9,     330,     3.8,-99.9,
2027,2001-02-28,,   18.44,-99.9,    18.4,    27.0,-99.9,    11.3,-99.9,    19.1,-99.9,     4.9,     6.3,     6.8,    11.0,    23.6,    18.2,    18.5,    18.4,    17.2,    16.2,     0.1,     0.1,     0.1,     0.1,     0.1,    4.39,    4.94,    5.13,    7.05,   14.48,   12.77,    3.20,-99.9,      26,     3.2,-99.9,
2027,2001-03-01,,   18.44,-99.9,    17.4,    24.3,-99.9,    14.0,-99.9,    18.5,-99.9,     4.3,     5.7,     7.0,    10.5,    23.3,    18.3,    18.6,    18.4,    17.4,    16.4,     0.1,     0.1,     0.0,     0.1,     0.1,    4.14,    4.67,    5.23,    6.77,   14.31,   12.74,    3.20,-99.9,     330,     4.3,-99.9,
2027,2001-03-02,,   18.44,-99.9,    18.7,    24.1,-99.9,    13.6,-99.9,    18.2,-99.9,     5.0,     5.1,     6.8,     9.6,    23.3,    18.8,    19.1,    18.7,    17.5,    16.5,     0.0,     0.1,     0.0,     0.1,     0.1,    4.40,    4.46,    5.15,    6.38,   14.29,   12.77,    3.20,-99.9,     293,     3.1,-99.9,
2027,2001-03-03,,   18.44,-99.9,    21.6,    28.7,-99.9,    16.8,-99.9,    22.2,-99.9,     4.2,     4.6,     6.6,    10.8,    23.7,    20.4,    20.6,    19.9,    18.1,    16.7,     0.1,     0.1,     0.1,     0.1,     0.1,    4.12,    4.28,    5.05,    6.92,   14.57,   12.75,    3.20,-99.9,     225,     4.5,-99.9,
2027,2001-03-04,,   21.00,-99.9,    18.6,    26.4,-99.9,    17.1,-99.9,    19.9,-99.9,    19.2,    21.6,    22.2,    18.9,    26.6,    18.1,    18.4,    18.4,    18.3,    17.4,     0.1,     0.1,     0.0,     0.1,     0.1,   11.57,   13.13,   13.52,   11.40,   16.67,   12.59,    3.20,-99.9,     169,     6.0,-99.9,
2027,2001-03-05,,   21.39,-99.9,    12.1,    23.6,-99.9,    11.9,-99.9,    18.5,-99.9,    13.3,    15.3,    18.9,    15.8,    25.6,    17.0,    17.7,    18.6,    18.3,    17.4,     0.1,     0.1,     0.0,     0.1,     0.1,    8.19,    9.28,   11.38,    9.53,   15.93,   12.73,    3.20,-99.9,     241,     8.1,-99.9,
2027,2001-03-06,,   21.39,-99.9,     9.6,    15.7,-99.9,     7.1,-99.9,    11.3,-99.9,    12.4,    13.3,    15.2,    13.9,    24.6,    13.7,    14.5,    15.9,    17.1,    17.4,     0.1,     0.1,     0.0,     0.1,     0.1,    7.71,    8.21,    9.19,    8.51,   15.22,   12.74,    3.20,-99.9,     302,    10.9,-99.9,
2027,2001-03-07,,   21.39,-99.9,     7.9,    14.0,-99.9,     4.5,-99.9,     9.2,-99.9,    11.2,    12.2,    12.9,    13.3,    24.8,    12.0,    12.8,    14.2,    15.7,    17.0,     0.1,     0.1,     0.1,     0.1,     0.1,    7.14,    7.63,    7.97,    8.22,   15.35,   12.77,    3.20,-99.9,     313,    12.8,-99.9,
2027,2001-03-08,,   21.39,-99.9,     4.0,    16.8,-99.9,     3.9,-99.9,     9.3,-99.9,    10.1,    11.6,    11.7,    13.1,    24.7,    12.2,    12.9,    14.1,    15.0,    16.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.59,    7.31,    7.37,    8.11,   15.24,   12.75,    3.20,-99.9,     313,     8.0,-99.9,
