

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:02:48 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,BATT.I-3 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,PRES.I-1 (inch) ,RHENC.D-1 (pct) ,
2027,2004-09-07,,   34.99,-99.9,    25.4,    25.9,-99.9,    23.2,-99.9,    24.4,-99.9,    19.0,    16.0,    20.5,    20.1,    29.9,    23.6,    23.9,    24.2,    25.7,    27.3,     0.0,     0.0,     0.0,     0.1,     0.1,   11.47,    9.64,   12.40,   12.12,   19.26,   12.91,    3.34,    0.00,      85,    13.6,-99.9,      56,
2027,2004-09-08,,   35.08,-99.9,    23.9,    27.3,-99.9,    23.4,-99.9,    25.2,-99.9,    13.7,    11.3,    15.2,    17.3,    30.4,    24.1,    24.5,    24.8,    25.5,    26.7,     0.0,     0.0,     0.1,     0.1,     0.1,    8.40,    7.18,    9.20,   10.40,   19.62,   12.99,    3.34,    0.00,     182,     8.3,   29.85,      56,
2027,2004-09-09,,   35.08,-99.9,    23.6,    29.4,-99.9,    22.7,-99.9,    25.6,-99.9,    12.8,    10.7,    14.0,    15.2,    30.6,    25.8,    26.1,    26.1,    25.7,    26.4,     0.0,     0.0,     0.1,     0.1,     0.1,    7.95,    6.88,    8.56,    9.23,   19.82,   12.98,    3.33,    0.00,     252,     3.5,   29.98,      55,
2027,2004-09-10,,   35.08,-99.9,    24.2,    32.8,-99.9,    20.7,-99.9,    26.4,-99.9,    12.2,    10.0,    13.1,    14.2,    28.6,    26.9,    27.3,    27.5,    26.4,    26.2,     0.0,     0.0,     0.1,     0.1,     0.1,    7.63,    6.55,    8.10,    8.68,   18.18,   12.94,    3.33,    0.00,     323,     1.7,   30.04,      55,
2027,2004-09-11,,   35.42,-99.9,    22.2,    28.5,-99.9,    21.4,-99.9,    23.8,-99.9,    14.4,    11.5,    14.5,    13.5,    27.5,    25.0,    25.5,    25.9,    26.2,    26.3,     0.1,     0.1,     0.1,     0.1,     0.1,    8.76,    7.26,    8.82,    8.29,   17.33,   12.94,    3.33,    0.00,      57,     2.7,   30.08,      56,
2027,2004-09-12,,   35.42,-99.9,    23.4,    30.7,-99.9,    22.1,-99.9,    25.4,-99.9,    12.8,    10.6,    14.0,    13.4,    27.0,    26.5,    27.0,    27.1,    26.4,    26.2,     0.1,     0.1,     0.1,     0.1,     0.1,    7.93,    6.83,    8.54,    8.22,   16.96,   12.97,    3.33,    0.00,      85,     3.8,   30.07,      55,
2027,2004-09-13,,   35.42,-99.9,    23.3,    29.6,-99.9,    22.3,-99.9,    24.9,-99.9,    12.2,     9.9,    13.0,    13.0,    26.5,    25.9,    26.4,    26.7,    26.4,    26.2,     0.1,     0.1,     0.1,     0.1,     0.1,    7.61,    6.51,    8.03,    8.04,   16.62,   12.97,    3.33,    0.00,      75,     4.1,   30.08,      56,
2027,2004-09-14,,   35.50,-99.9,    20.9,    24.9,-99.9,    20.7,-99.9,    23.2,-99.9,-99.9,    10.0,    13.0,    12.6,    26.5,    24.0,    24.6,    25.3,    25.9,    26.2,     0.1,     0.1,     0.1,     0.1,     0.1,    7.45,    6.55,    8.03,    7.85,   16.62,   12.99,    3.33,    0.00,      66,     4.8,   30.08,      56,
2027,2004-09-15,,   35.61,-99.9,    23.8,    29.6,-99.9,    20.4,-99.9,    23.7,-99.9,    12.7,    10.3,    13.1,    12.5,-99.9,    25.0,    25.4,    25.6,    25.5,    26.0,     0.1,     0.1,     0.1,     0.1,     0.2,    7.88,    6.69,    8.07,    7.77,   15.98,   12.98,    3.33,    0.00,      75,     5.0,   30.04,      56,
2027,2004-09-16,,   35.61,-99.9,    27.2,    28.2,-99.9,    23.4,-99.9,    25.6,-99.9,    12.1,     9.8,    12.8,    12.3,-99.9,    25.3,    25.6,    25.6,    25.4,    25.9,     0.1,     0.1,     0.1,     0.1,     0.1,    7.57,    6.44,    7.91,    7.67,   15.92,   12.99,    3.34,    0.00,      90,     7.1,   29.96,      56,
2027,2004-09-17,,   36.56,-99.9,    25.8,    30.3,-99.9,    24.9,-99.9,    27.1,-99.9,    15.9,    14.0,    17.2,    15.1,    25.7,    24.8,    25.2,    25.3,    25.4,    25.8,     0.1,     0.1,     0.1,     0.1,     0.1,    9.64,    8.58,   10.35,    9.16,   15.97,   12.97,    3.34,    0.00,     155,    12.2,   29.90,      57,
2027,2004-09-18,,   36.56,-99.9,    23.2,    31.0,-99.9,    22.9,-99.9,    26.7,-99.9,    13.5,    11.4,    14.4,    14.5,    26.4,    25.5,    26.0,    26.4,    25.8,    25.7,     0.1,     0.1,     0.1,     0.1,     0.1,    8.32,    7.23,    8.78,    8.81,   16.52,   12.96,    3.33,    0.00,     255,     5.0,   29.99,      56,
2027,2004-09-19,,   36.56,-99.9,    19.8,    29.7,-99.9,    18.8,-99.9,    23.8,-99.9,    12.0,    10.3,    13.7,    13.3,    26.1,    24.6,    25.2,    26.0,    25.8,    25.7,     0.1,     0.1,     0.1,     0.1,     0.1,    7.54,    6.71,    8.41,    8.19,   16.30,   12.96,    3.33,    0.00,     332,     4.0,   30.04,      57,
2027,2004-09-20,,   36.56,-99.9,    20.4,    28.1,-99.9,    17.9,-99.9,    22.8,-99.9,    11.4,     9.9,    12.7,    12.7,    26.0,    24.6,    25.0,    25.6,    25.4,    25.6,     0.1,     0.1,     0.1,     0.1,     0.1,    7.23,    6.48,    7.86,    7.87,   16.19,   12.99,    3.33,    0.00,      55,     5.4,   30.08,      56,
2027,2004-09-21,,   36.56,-99.9,    18.7,    25.2,-99.9,    14.5,-99.9,    20.1,-99.9,    10.7,     9.4,    11.7,    12.6,    25.6,    22.9,    23.5,    24.4,    24.8,    25.5,     0.1,     0.1,     0.1,     0.1,     0.1,    6.89,    6.25,    7.35,    7.84,   15.93,   12.99,    3.33,    0.00,      44,     6.5,-99.9,      57,
2027,2004-09-22,,   36.56,-99.9,    21.0,    27.6,-99.9,    16.1,-99.9,    21.7,-99.9,    10.3,     8.9,    11.2,    12.1,    25.5,    23.8,    24.2,    24.6,    24.5,    25.3,     0.1,     0.1,     0.1,     0.1,     0.1,    6.69,    6.05,    7.12,    7.59,   15.84,   13.01,    3.33,    0.00,      57,     5.7,-99.9,      56,
2027,2004-09-23,,   36.56,-99.9,    20.1,    29.9,-99.9,    19.1,-99.9,    23.8,-99.9,    10.1,     8.7,    10.7,    11.7,    25.4,    24.7,    25.2,    25.6,    24.9,    25.2,     0.1,     0.1,     0.1,     0.1,     0.1,    6.58,    5.97,    6.88,    7.39,   15.78,   12.96,    3.33,    0.00,      70,     4.4,   30.12,      56,
2027,2004-09-24,,   36.56,-99.9,    20.8,    31.6,-99.9,    16.7,-99.9,    23.3,-99.9,-99.9,     8.4,    10.1,    11.6,    25.3,    24.9,    25.5,    26.0,    25.1,    25.1,     0.1,     0.1,     0.1,     0.1,     0.1,    6.17,    5.83,    6.61,    7.31,   15.68,   12.94,    3.34,    0.00,      52,     2.7,   30.10,      56,
2027,2004-09-25,,   36.56,-99.9,    22.4,    30.1,-99.9,    17.1,-99.9,    23.8,-99.9,     9.1,     8.1,    10.0,    11.6,    25.1,    25.2,    25.6,    25.9,    25.1,    25.1,     0.1,     0.1,     0.1,     0.1,     0.1,    6.15,    5.68,    6.56,    7.32,   15.56,   12.97,    3.34,    0.00,      30,     4.1,   30.04,      56,
2027,2004-09-26,,   36.56,-99.9,    23.1,    28.6,-99.9,    20.1,-99.9,    23.8,-99.9,     8.5,     7.7,     9.7,    11.3,    25.2,    24.6,    25.0,    25.3,    25.0,    25.1,     0.1,     0.1,     0.1,     0.1,     0.1,    5.87,    5.51,    6.41,    7.15,   15.64,   12.99,    3.33,    0.00,      33,     6.7,   29.99,      57,
2027,2004-09-27,,   37.16,-99.9,    22.8,    26.2,-99.9,    22.3,-99.9,    24.0,-99.9,    11.2,     8.7,     9.2,    11.2,    25.2,    23.6,    24.0,    24.5,    24.6,    25.0,     0.1,     0.1,     0.1,     0.1,     0.1,    7.11,    5.97,    6.18,    7.14,   15.64,   12.97,    3.34,    0.00,      33,    11.2,-99.9,      57,
2027,2004-09-28,,   42.48,-99.9,    23.1,    24.2,-99.9,    22.0,-99.9,    22.9,-99.9,    20.1,    21.5,    26.3,    35.6,    32.9,    22.2,    22.6,    22.8,    23.1,    24.3,     0.0,     0.0,     0.0,     0.1,     0.1,   12.18,   13.04,   16.46,   24.08,   21.69,   13.01,    3.34,    0.00,     190,    10.3,   29.91,      58,
2027,2004-09-29,,   42.48,-99.9,    20.9,    30.4,-99.9,    20.9,-99.9,    25.0,-99.9,    15.0,    13.3,    19.4,    22.5,    32.9,    23.8,    24.2,    24.5,    23.8,    24.3,     0.0,     0.0,     0.0,     0.1,     0.1,    9.09,    8.19,   11.72,   13.76,   21.70,   12.97,    3.34,    0.00,     257,     3.4,   30.00,      57,
2027,2004-09-30,,   42.48,-99.9,    22.6,    30.5,-99.9,    18.8,-99.9,    24.3,-99.9,    13.7,    12.0,    15.9,    19.9,    32.9,    24.6,    25.1,    25.2,    24.3,    24.3,     0.0,     0.0,     0.1,     0.1,     0.1,    8.42,    7.53,    9.60,   12.02,   21.74,   12.95,    3.34,    0.00,-99.9,     1.9,   30.02,      57,
2027,2004-09-30,23:59,   42.48,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2004-10-01,,    0.00,-99.9,    21.4,    30.3,-99.9,    20.0,-99.9,    24.1,-99.9,    12.8,    11.1,    14.4,    17.5,    33.0,    24.7,    25.2,    25.4,    24.6,    24.4,     0.1,     0.0,     0.1,     0.1,     0.1,    7.94,    7.05,    8.76,   10.55,   21.77,   12.95,    3.34,    0.00,       4,     1.5,-99.9,      57,
2027,2004-10-02,,    0.00,-99.9,    21.7,    31.6,-99.9,    19.4,-99.9,    24.9,-99.9,    12.1,    10.6,    13.4,    16.0,    32.9,    25.2,    25.6,    25.8,    24.9,    24.6,     0.1,     0.0,     0.1,     0.1,     0.1,    7.59,    6.85,    8.24,    9.65,   21.69,   12.94,    3.34,    0.00,      55,     1.1,-99.9,      57,
2027,2004-10-03,,    0.00,-99.9,    22.0,    32.4,-99.9,    20.9,-99.9,    25.7,-99.9,    11.5,    10.0,    12.4,    14.8,    32.8,    25.3,    25.8,    26.0,    25.2,    24.6,     0.0,     0.1,     0.1,     0.1,     0.1,    7.29,    6.54,    7.71,    9.02,   21.65,   12.93,    3.34,    0.00,     336,     2.3,-99.9,      58,
2027,2004-10-04,,    0.00,-99.9,    22.3,    31.2,-99.9,    20.2,-99.9,    25.2,-99.9,    10.8,     9.8,    12.0,    14.4,    29.7,    25.6,    26.0,    26.2,    25.2,    24.8,     0.1,     0.0,     0.1,     0.1,     0.1,    6.91,    6.44,    7.53,    8.77,   19.10,   12.95,    3.34,    0.00,     346,     2.4,-99.9,      58,
2027,2004-10-05,,    0.00,-99.9,    17.9,    30.3,-99.9,    17.7,-99.9,    23.5,-99.9,     9.8,     9.2,    11.4,    13.5,    28.5,    24.3,    24.9,    25.6,    25.2,    24.9,     0.1,     0.1,     0.1,     0.1,     0.1,    6.44,    6.19,    7.21,    8.30,   18.09,   12.95,    3.33,    0.00,      14,     2.6,-99.9,      58,
2027,2004-10-06,,    0.00,-99.9,    21.1,    28.7,-99.9,    16.1,-99.9,    22.1,-99.9,     9.7,     9.0,    10.7,    13.2,    27.4,    24.0,    24.4,    24.9,    24.8,    24.8,     0.0,     0.0,     0.1,     0.1,     0.1,    6.39,    6.07,    6.87,    8.14,   17.29,   12.96,    3.33,    0.00,      75,     2.0,-99.9,      58,
2027,2004-10-07,,    0.00,-99.9,    21.3,    29.9,-99.9,    18.0,-99.9,    23.6,-99.9,     8.8,     8.5,    10.3,    12.8,    27.0,    24.5,    24.9,    25.2,    24.7,    24.8,     0.1,     0.1,     0.1,     0.1,     0.1,    5.99,    5.86,    6.67,    7.92,   16.93,   12.96,    3.33,    0.00,      97,     4.2,-99.9,      57,
2027,2004-10-08,,    0.00,-99.9,    18.2,    27.0,-99.9,    18.1,-99.9,    21.7,-99.9,     8.3,     8.4,    10.0,    12.4,    26.5,    23.4,    23.9,    24.5,    24.5,    24.7,     0.1,     0.0,     0.1,     0.1,     0.1,    5.78,    5.80,    6.56,    7.70,   16.59,   12.98,    3.33,    0.00,      76,     4.5,-99.9,      58,
2027,2004-10-09,,    0.00,-99.9,    19.7,    27.2,-99.9,    15.2,-99.9,    20.8,-99.9,     7.4,     7.8,     9.4,    12.2,    26.0,    23.7,    24.0,    24.3,    24.1,    24.6,     0.1,     0.1,     0.1,     0.1,     0.1,    5.39,    5.54,    6.28,    7.63,   16.23,   12.98,    3.34,    0.00,      73,     4.9,-99.9,      58,
2027,2004-10-10,,    0.00,-99.9,    22.3,    25.8,-99.9,    19.4,-99.9,    22.2,-99.9,     7.0,     7.7,     9.3,    11.9,    26.0,    23.7,    24.0,    24.1,    24.0,    24.5,     0.1,     0.1,     0.1,     0.1,     0.1,    5.21,    5.50,    6.21,    7.45,   16.20,   12.99,    3.34,    0.00,      71,     3.6,-99.9,      58,
2027,2004-10-11,,    0.04,-99.9,    21.5,    26.7,-99.9,    21.1,-99.9,    22.9,-99.9,     6.9,     7.6,     8.8,    11.8,    25.5,    23.4,    23.8,    24.0,    24.0,    24.4,     0.1,     0.1,     0.1,     0.1,     0.1,    5.16,    5.49,    6.02,    7.41,   15.88,   12.98,    3.34,    0.00,      82,     4.2,-99.9,      58,
2027,2004-10-12,,    0.16,-99.9,    21.2,    26.4,-99.9,    21.0,-99.9,    22.5,-99.9,     6.9,     7.4,     8.8,    11.5,    25.7,    22.9,    23.3,    23.6,    23.9,    24.3,     0.1,     0.1,     0.1,     0.1,     0.1,    5.19,    5.39,    6.01,    7.25,   15.98,   13.00,    3.34,    0.00,     103,     4.1,-99.9,      58,
2027,2004-10-13,,    0.35,-99.9,    21.2,    28.3,-99.9,    19.6,-99.9,    22.8,-99.9,     7.2,     8.9,     8.8,    11.5,    25.4,    23.4,    23.8,    24.2,    23.9,    24.3,     0.1,     0.1,     0.1,     0.1,     0.1,    5.29,    6.04,    5.98,    7.28,   15.75,   12.98,    3.34,    0.00,     141,     2.6,-99.9,      58,
2027,2004-10-14,,    0.35,-99.9,    14.7,    24.0,-99.9,    14.6,-99.9,    19.7,-99.9,     8.9,     8.8,     8.6,    11.3,    25.2,    20.7,    21.3,    22.5,    23.5,    24.2,     0.1,     0.1,     0.1,     0.1,     0.1,    6.03,    6.02,    5.91,    7.17,   15.65,   12.99,    3.34,    0.00,     266,     4.0,-99.9,      59,
2027,2004-10-15,,    0.42,-99.9,    18.7,    24.5,-99.9,    13.5,-99.9,    18.6,-99.9,     8.8,     8.4,     8.6,    11.0,    25.0,    21.6,    22.0,    22.5,    22.9,    24.0,     0.1,     0.1,     0.1,     0.1,     0.1,    5.98,    5.82,    5.89,    7.05,   15.49,   12.98,    3.34,    0.00,     222,     3.1,-99.9,      58,
2027,2004-10-16,,    0.62,-99.9,    10.5,    18.9,-99.9,     9.8,-99.9,    14.8,-99.9,    10.8,     9.9,     9.2,    11.1,    24.9,    18.1,    18.8,    20.5,    22.2,    23.8,     0.1,     0.1,     0.1,     0.1,     0.1,    6.92,    6.52,    6.19,    7.08,   15.42,   13.00,    3.34,    0.00,     280,     6.0,-99.9,      59,
2027,2004-10-17,,    0.62,-99.9,    17.1,    26.5,-99.9,     8.9,-99.9,    17.4,-99.9,    10.3,     9.5,-99.9,    10.9,    25.1,    19.9,    20.4,    21.1,    21.6,    23.5,     0.1,     0.1,     0.1,     0.1,     0.1,    6.71,    6.30,    6.39,    6.96,   15.56,   13.00,    3.33,    0.00,     214,     2.5,-99.9,      57,
2027,2004-10-18,,    0.62,-99.9,    17.9,    28.6,-99.9,    13.1,-99.9,    20.1,-99.9,     9.7,     8.8,     9.3,    10.7,    24.8,    21.4,    21.8,    22.1,    21.9,    23.2,     0.1,     0.1,     0.1,     0.1,     0.1,    6.40,    6.02,    6.21,    6.90,   15.34,   12.97,    3.33,    0.00,     199,     1.5,-99.9,      57,
2027,2004-10-19,,    0.62,-99.9,    20.6,    26.7,-99.9,    16.7,-99.9,    21.6,-99.9,     9.1,     8.3,     9.1,    10.9,    24.8,    21.7,    22.0,    22.3,    22.2,    23.1,     0.1,     0.1,     0.1,     0.1,     0.1,    6.15,    5.79,    6.13,    6.98,   15.34,   12.99,    3.34,    0.00,     170,     3.3,-99.9,      58,
2027,2004-10-20,,    0.87,-99.9,    21.4,    27.9,-99.9,    17.9,-99.9,    22.1,-99.9,     8.4,     8.4,     9.0,-99.9,    24.8,    22.3,    22.6,    22.6,    22.3,    23.1,     0.1,     0.1,     0.1,     0.1,     0.1,    5.82,    5.82,    6.09,    7.01,   15.35,   13.00,    3.34,    0.00,     208,     2.4,-99.9,      58,
2027,2004-10-21,,    0.87,-99.9,    19.5,    26.4,-99.9,    18.1,-99.9,    22.2,-99.9,    11.0,     9.8,     9.0,    10.7,    24.7,    22.3,    22.7,    22.9,    22.6,    23.1,     0.1,     0.1,     0.1,     0.1,     0.1,    7.02,    6.48,    6.07,    6.90,   15.28,   13.00,    3.34,    0.00,     332,     3.1,-99.9,      58,
2027,2004-10-22,,    0.87,-99.9,    19.6,    27.5,-99.9,    17.5,-99.9,    21.7,-99.9,     9.8,     9.1,     9.2,    10.8,    24.8,    22.5,    22.9,    23.3,    22.8,    23.1,     0.1,     0.1,     0.1,     0.1,     0.1,    6.48,    6.13,    6.16,    6.93,   15.34,   12.98,    3.34,    0.00,      43,     2.6,-99.9,      58,
2027,2004-10-23,,    0.87,-99.9,    19.9,    24.3,-99.9,    18.5,-99.9,    20.9,-99.9,     9.1,     8.8,     9.0,    10.4,    24.5,    21.9,    22.3,    22.7,    22.7,    23.2,     0.1,     0.1,     0.1,     0.1,     0.1,    6.13,    6.00,    6.10,    6.74,   15.15,   13.00,    3.34,    0.00,      80,     3.8,-99.9,      59,
2027,2004-10-24,,    0.87,-99.9,    16.9,    24.9,-99.9,    14.5,-99.9,    19.3,-99.9,     8.7,     8.4,     8.7,    10.6,    24.7,    21.1,    21.5,    22.3,    22.5,    23.2,     0.1,     0.1,     0.1,     0.1,     0.1,    5.95,    5.80,    5.95,    6.83,   15.30,   12.99,    3.34,    0.00,     100,     3.4,-99.9,      58,
2027,2004-10-25,,    0.87,-99.9,    17.3,    24.6,-99.9,    15.5,-99.9,    19.4,-99.9,     8.4,     8.1,     8.3,    10.6,    24.5,    21.1,    21.5,    22.0,    22.2,    23.1,     0.1,     0.1,     0.1,     0.1,     0.1,    5.83,    5.68,    5.80,    6.82,   15.15,   13.00,    3.33,    0.00,     189,     2.2,-99.9,      58,
2027,2004-10-26,,    0.87,-99.9,    16.3,    28.2,-99.9,    13.9,-99.9,    20.2,-99.9,     7.7,     7.8,     8.1,    10.5,    24.2,    21.5,    21.9,    22.4,    22.3,    23.0,     0.1,     0.1,     0.1,     0.1,     0.2,    5.50,    5.55,    5.69,    6.77,   14.93,   12.97,    3.34,    0.00,      21,     1.5,-99.9,      58,
2027,2004-10-27,,    0.87,-99.9,    18.3,    26.8,-99.9,    13.7,-99.9,    19.8,-99.9,     6.7,     7.4,     8.1,    10.6,    24.4,    21.4,    21.8,    22.3,    22.2,    22.9,     0.1,     0.1,     0.1,     0.1,     0.1,    5.07,    5.37,    5.67,    6.83,   15.04,   12.97,    3.34,    0.00,      98,     2.2,-99.9,      58,
2027,2004-10-28,,    0.87,-99.9,    18.1,    27.4,-99.9,    14.2,-99.9,    20.3,-99.9,     6.2,     7.1,     7.7,    10.2,    24.4,    21.8,    22.2,    22.5,    22.2,    22.9,     0.1,     0.1,     0.1,     0.1,     0.1,    4.87,    5.26,    5.54,    6.64,   15.09,   12.97,    3.34,    0.00,     196,     1.5,-99.9,      58,
2027,2004-10-29,,    1.03,-99.9,    21.6,    30.3,-99.9,    17.1,-99.9,    22.6,-99.9,-99.9,     6.7,     7.5,    10.1,    24.5,    23.2,    23.5,    23.3,    22.5,    22.9,     0.1,     0.1,     0.1,     0.1,     0.1,    4.87,    5.11,    5.44,    6.61,   15.12,   12.94,    3.34,    0.00,     352,     2.3,-99.9,      58,
2027,2004-10-30,,    1.03,-99.9,    19.1,    26.5,-99.9,    18.9,-99.9,    21.9,-99.9,     6.1,-99.9,-99.9,    10.1,    24.2,    22.1,    22.5,    22.9,    22.7,    22.9,     0.1,     0.1,     0.1,     0.1,     0.1,    4.83,    5.07,    5.31,    6.62,   14.91,   12.99,    3.34,    0.00,      55,     1.5,-99.9,      59,
2027,2004-10-31,,    1.03,-99.9,    19.8,    28.6,-99.9,    18.2,-99.9,    22.0,-99.9,-99.9,     6.8,     7.4,    10.3,    24.2,    22.4,    22.9,    23.3,    22.9,    22.9,     0.1,     0.1,     0.1,     0.1,     0.1,    4.64,    5.15,    5.39,    6.71,   14.88,   12.97,    3.34,    0.00,     225,     1.7,-99.9,      59,
2027,2004-11-01,,    1.03,-99.9,    18.6,    29.3,-99.9,    18.3,-99.9,    22.5,-99.9,     6.0,     6.8,     7.3,    10.0,    24.2,    22.7,    23.0,    23.4,    22.9,    23.0,     0.1,     0.1,     0.1,     0.1,     0.1,    4.81,    5.14,    5.32,    6.55,   14.90,   12.96,    3.34,    0.00,     284,     1.9,-99.9,      59,
2027,2004-11-02,,    1.03,-99.9,    22.8,    29.6,-99.9,    17.5,-99.9,    23.5,-99.9,     5.3,     6.6,     6.9,     9.7,    24.2,    23.2,    23.5,    23.5,    22.9,    23.0,     0.1,     0.1,     0.1,     0.1,     0.1,    4.53,    5.07,    5.17,    6.41,   14.93,   12.90,    3.34,    0.00,     147,     3.9,-99.9,      59,
2027,2004-11-03,,    1.03,-99.9,    21.2,    29.1,-99.9,    21.2,-99.9,    24.1,-99.9,     4.6,     6.4,     6.8,     9.8,    24.0,    23.1,    23.4,    23.5,    23.1,    23.1,     0.1,     0.1,     0.1,     0.1,     0.1,    4.25,    4.95,    5.14,    6.44,   14.77,   12.98,    3.34,    0.00,     167,     4.5,-99.9,      59,
2027,2004-11-04,,    1.03,-99.9,    21.7,    30.3,-99.9,    19.6,-99.9,    24.1,-99.9,     4.6,     5.9,     6.5,     9.9,    24.1,    23.7,    23.9,    24.0,    23.2,    23.1,     0.1,     0.1,     0.1,     0.1,     0.1,    4.27,    4.75,    5.01,    6.50,   14.82,   12.96,    3.34,    0.00,     176,     2.1,-99.9,      59,
2027,2004-11-05,,    1.07,-99.9,    13.1,    26.7,-99.9,    13.0,-99.9,    21.1,-99.9,     4.0,     5.7,     6.3,     9.5,    23.9,    20.6,    21.2,    22.6,    23.1,    23.2,     0.1,     0.1,     0.1,     0.1,     0.1,    4.04,    4.70,    4.92,    6.32,   14.71,   12.98,    3.34,    0.00,     229,     4.9,-99.9,      60,
2027,2004-11-06,,    1.07,-99.9,     7.5,    20.4,-99.9,     7.5,-99.9,    14.2,-99.9,     4.2,     5.4,     5.9,     9.5,    24.0,    18.7,    19.2,    20.7,    21.9,    23.1,     0.1,     0.1,     0.1,     0.1,     0.1,    4.13,    4.57,    4.75,    6.29,   14.79,   12.99,    3.34,    0.00,     328,     5.5,-99.9,      60,
2027,2004-11-07,,    1.07,-99.9,     7.9,    22.8,-99.9,     4.4,-99.9,    12.4,-99.9,     4.5,     5.2,     6.2,     9.6,    23.8,    18.1,    18.5,    19.9,    21.0,    22.8,     0.1,     0.1,     0.1,     0.1,     0.1,    4.21,    4.50,    4.87,    6.37,   14.60,   12.98,    3.33,    0.00,     338,     1.5,-99.9,      59,
2027,2004-11-08,,    1.07,-99.9,    12.3,    24.3,-99.9,     5.1,-99.9,    14.4,-99.9,     4.4,     5.3,     5.8,     9.5,    23.8,    18.7,    19.0,    19.8,    20.5,    22.4,     0.1,     0.1,     0.1,     0.1,     0.1,    4.17,    4.52,    4.73,    6.30,   14.61,   12.99,    3.33,    0.00,     282,     1.9,-99.9,      58,
2027,2004-11-09,,    1.07,-99.9,    16.4,    25.6,-99.9,     9.9,-99.9,    17.2,-99.9,     4.3,     5.0,     5.6,     9.6,    23.6,    19.1,    19.4,    20.0,    20.3,    22.1,     0.1,     0.1,     0.1,     0.1,     0.1,    4.16,    4.42,    4.65,    6.37,   14.49,   12.99,    3.34,    0.00,      14,     3.3,-99.9,      58,
2027,2004-11-10,,    1.07,-99.9,     9.5,    20.1,-99.9,     9.2,-99.9,    14.7,-99.9,     3.9,     4.8,     5.8,     9.0,    23.5,    17.8,    18.2,    19.4,    20.2,    21.9,     0.1,     0.1,     0.1,     0.1,     0.1,    4.01,    4.34,    4.73,    6.08,   14.46,   12.99,    3.33,    0.00,      61,     5.2,-99.9,      59,
2027,2004-11-11,,    1.07,-99.9,    16.1,    22.2,-99.9,     7.8,-99.9,    14.5,-99.9,     3.2,     4.6,     5.5,     8.9,    23.5,    18.9,    19.1,    19.4,    19.8,    21.7,     0.1,     0.1,     0.1,     0.1,     0.1,    3.73,    4.28,    4.60,    6.06,   14.41,   13.03,    3.33,    0.00,      76,     5.9,-99.9,      58,
2027,2004-11-12,,    1.11,-99.9,    17.7,    21.6,-99.9,    11.8,-99.9,    16.3,-99.9,     3.6,     4.5,     5.4,     8.9,    23.5,    18.9,    19.2,    19.4,    19.8,    21.5,     0.1,     0.1,     0.1,     0.1,     0.1,    3.89,    4.23,    4.57,    6.06,   14.39,   13.04,    3.34,    0.00,      77,     3.7,-99.9,      59,
2027,2004-11-13,,    1.63,-99.9,    17.7,    24.3,-99.9,    16.3,-99.9,    19.1,-99.9,    10.0,     9.6,     5.7,     9.2,    23.5,    19.4,    19.7,    19.9,    20.0,    21.3,     0.1,     0.1,     0.1,     0.1,     0.1,    6.54,    6.37,    4.70,    6.18,   14.42,   13.03,    3.34,    0.00,     168,     3.4,-99.9,      58,
2027,2004-11-14,,    1.66,-99.9,    12.9,    18.6,-99.9,    12.9,-99.9,    15.9,-99.9,    10.1,     9.5,     5.6,     9.1,    23.4,    17.0,    17.5,    18.4,    19.7,    21.3,     0.1,     0.1,     0.1,     0.1,     0.1,    6.58,    6.31,    4.64,    6.14,   14.32,   12.97,    3.34,    0.00,      50,     5.9,-99.9,      60,
