

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:02:47 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,BATT.I-3 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,PRES.I-1 (inch) ,RHENC.D-1 (pct) ,
2027,2003-01-11,,   15.75,-99.9,     7.2,    18.7,-99.9,     7.0,-99.9,    15.3,-99.9,     9.2,     9.1,    10.1,    11.6,    24.4,    10.7,    11.5,    12.5,    12.5,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    6.20,    6.12,    6.62,    7.32,   15.06,   13.02,    3.31,-99.9,     293,     7.5,-99.9,-99.9,
2027,2003-01-12,,   15.75,-99.9,     5.7,    11.0,-99.9,     1.6,-99.9,     6.4,-99.9,     8.8,     8.9,     9.6,    12.2,    24.2,     9.5,    10.2,    11.0,    11.9,    13.7,     0.1,     0.0,     0.1,     0.1,     0.1,    6.02,    6.05,    6.38,    7.64,   14.93,   13.05,    3.31,-99.9,     330,     7.2,-99.9,-99.9,
2027,2003-01-13,,   15.75,-99.9,     5.0,     6.0,-99.9,     2.9,-99.9,     4.7,-99.9,     8.7,     8.7,    10.1,    11.6,    24.3,     8.3,     9.0,     9.6,    11.1,    13.6,     0.1,     0.1,     0.0,     0.1,     0.1,    5.96,    5.94,    6.62,    7.34,   14.96,   13.04,    3.31,-99.9,      20,     6.0,-99.9,-99.9,
2027,2003-01-14,,   15.75,-99.9,     4.1,     9.7,-99.9,     3.6,-99.9,     6.0,-99.9,     8.2,     8.5,     9.7,    11.4,    24.2,     8.2,     8.8,     9.7,    10.8,    13.4,     0.1,     0.1,     0.1,     0.1,     0.1,    5.75,    5.87,    6.42,    7.21,   14.92,   13.05,    3.31,-99.9,     357,     3.2,-99.9,-99.9,
2027,2003-01-15,,   15.75,-99.9,     9.1,    15.6,-99.9,    -0.2,-99.9,     7.5,-99.9,     8.3,     8.3,     9.6,    11.3,    24.1,     8.8,     9.4,    10.1,    10.8,    13.3,     0.0,     0.1,     0.0,     0.1,     0.1,    5.76,    5.76,    6.35,    7.16,   14.84,   13.05,    3.31,-99.9,     302,     4.0,-99.9,-99.9,
2027,2003-01-16,,   15.75,-99.9,     0.7,    12.0,-99.9,     0.4,-99.9,     6.4,-99.9,     7.9,     7.9,     8.9,    11.7,    24.4,     8.0,     8.7,     9.9,    10.8,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    5.59,    5.61,    6.06,    7.37,   15.03,   13.03,    3.31,-99.9,     349,     6.4,-99.9,-99.9,
2027,2003-01-17,,   15.75,-99.9,     9.3,    17.5,-99.9,    -1.5,-99.9,     8.3,-99.9,     7.6,     8.0,     9.1,    11.4,    24.1,    10.6,    11.0,    10.7,    10.7,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    5.47,    5.64,    6.12,    7.23,   14.86,   13.04,    3.31,-99.9,     183,     4.5,-99.9,-99.9,
2027,2003-01-18,,   15.75,-99.9,    -0.4,     9.5,-99.9,    -0.4,-99.9,     4.3,-99.9,     7.1,     7.7,     8.7,    11.4,    24.2,     7.2,     8.1,     9.6,    10.9,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    5.25,    5.51,    5.94,    7.25,   14.88,   13.01,    3.31,-99.9,     317,    10.1,-99.9,-99.9,
2027,2003-01-19,,   15.75,-99.9,    -2.0,     6.6,-99.9,    -5.4,-99.9,     0.4,-99.9,     7.4,     7.6,     8.2,    10.8,    24.0,     5.8,     6.8,     8.3,    10.0,    13.0,     0.0,     0.1,     0.1,     0.1,     0.1,    5.39,    5.47,    5.74,    6.95,   14.78,   13.01,    3.31,-99.9,     282,     3.7,-99.9,-99.9,
2027,2003-01-20,,   15.75,-99.9,     1.4,    11.4,-99.9,    -2.5,-99.9,     3.8,-99.9,     6.7,     7.5,     8.6,    11.2,    23.9,     6.4,     7.2,     8.4,     9.7,    12.7,     0.1,     0.1,     0.0,     0.1,     0.1,    5.08,    5.42,    5.91,    7.12,   14.71,   13.03,    3.31,-99.9,     265,     3.7,-99.9,-99.9,
2027,2003-01-21,,   15.75,-99.9,    11.9,    19.2,-99.9,     0.2,-99.9,     9.9,-99.9,     6.8,     7.2,     8.5,    10.8,    23.8,     9.2,     9.7,     9.8,     9.9,    12.5,     0.1,     0.1,     0.1,     0.1,     0.1,    5.15,    5.30,    5.85,    6.94,   14.61,   13.05,    3.31,-99.9,     241,     3.8,-99.9,-99.9,
2027,2003-01-22,,   15.75,-99.9,    15.0,    21.6,-99.9,     9.9,-99.9,    15.5,-99.9,     6.9,     7.1,     8.4,    11.2,    23.7,    12.2,    12.4,    11.8,    10.9,    12.5,     0.1,     0.1,     0.1,     0.1,     0.1,    5.16,    5.27,    5.82,    7.13,   14.59,   13.05,    3.31,-99.9,     233,     3.7,-99.9,-99.9,
2027,2003-01-23,,   15.75,-99.9,     7.6,    19.1,-99.9,     7.4,-99.9,    12.9,-99.9,     6.7,     7.0,     8.1,    11.3,    23.8,    11.6,    12.0,    12.2,    11.9,    12.7,     0.1,     0.1,     0.1,     0.1,     0.1,    5.09,    5.22,    5.69,    7.18,   14.63,   13.03,    3.31,-99.9,     359,     4.1,-99.9,-99.9,
2027,2003-01-24,,   15.75,-99.9,    -5.0,     7.8,-99.9,    -5.2,-99.9,     2.5,-99.9,     6.3,     6.7,     7.2,    11.2,    23.6,     6.3,     7.4,     9.6,    11.4,    13.0,     0.1,     0.1,     0.1,     0.1,     0.2,    4.92,    5.11,    5.29,    7.14,   14.52,   13.01,    3.31,-99.9,     331,    13.9,-99.9,-99.9,
2027,2003-01-25,,   15.75,-99.9,    -4.1,     4.5,-99.9,    -9.0,-99.9,    -3.4,-99.9,     6.2,     6.7,     7.6,    11.1,    23.8,     5.4,     6.4,     8.2,    10.0,    12.9,     0.1,     0.1,     0.1,     0.1,     0.1,    4.89,    5.09,    5.49,    7.06,   14.65,   13.01,    3.32,-99.9,     355,     5.3,-99.9,-99.9,
2027,2003-01-26,,   15.75,-99.9,     2.4,     7.9,-99.9,    -5.4,-99.9,     1.5,-99.9,     5.2,     6.7,     7.4,    10.9,    23.9,     6.9,     7.5,     8.1,     9.4,    12.5,     0.1,     0.1,     0.1,     0.1,     0.1,    4.49,    5.08,    5.37,    6.96,   14.68,   13.05,    3.31,-99.9,      30,     1.0,-99.9,-99.9,
2027,2003-01-27,,   15.75,-99.9,     5.3,    13.0,-99.9,     0.2,-99.9,     6.2,-99.9,     6.2,     6.5,     7.3,    10.8,    23.7,     7.8,     8.5,     9.3,     9.8,    12.3,     0.0,     0.1,     0.1,     0.1,     0.1,    4.90,    4.99,    5.34,    6.95,   14.56,   13.05,    3.31,-99.9,     277,     3.2,-99.9,-99.9,
2027,2003-01-28,,   15.75,-99.9,    -0.6,     9.9,-99.9,    -0.8,-99.9,     4.1,-99.9,     5.8,     6.5,     7.3,    10.5,    23.9,     7.1,     7.9,     9.1,     9.9,    12.2,     0.1,     0.1,     0.1,     0.1,     0.1,    4.73,    5.01,    5.34,    6.80,   14.70,   13.03,    3.31,-99.9,     356,     4.5,-99.9,-99.9,
2027,2003-01-29,,   15.75,-99.9,     5.6,    15.7,-99.9,    -2.8,-99.9,     6.1,-99.9,     5.4,     6.2,     7.0,    11.0,    23.8,     8.4,     9.1,     9.8,     9.9,    12.2,     0.1,     0.1,     0.1,     0.1,     0.1,    4.56,    4.88,    5.20,    7.02,   14.64,   13.03,    3.32,-99.9,     140,     2.3,-99.9,-99.9,
2027,2003-01-30,,   15.75,-99.9,    13.2,    22.6,-99.9,     5.3,-99.9,    13.7,-99.9,     5.0,     6.0,     7.4,    10.6,    23.8,    11.9,    12.2,    11.7,    10.6,    12.2,     0.1,     0.1,     0.1,     0.1,     0.1,    4.42,    4.81,    5.39,    6.82,   14.60,   13.04,    3.31,-99.9,     194,     3.8,-99.9,-99.9,
2027,2003-01-31,,   15.83,-99.9,    13.7,    17.5,-99.9,    10.9,-99.9,    13.9,-99.9,     6.2,     6.0,     7.5,    10.8,    23.7,    12.5,    12.7,    12.0,    11.4,    12.4,     0.0,     0.1,     0.0,     0.1,     0.1,    4.89,    4.79,    5.43,    6.94,   14.58,   13.06,    3.31,-99.9,     209,     2.5,-99.9,-99.9,
2027,2003-02-01,,   15.83,-99.9,    11.8,    17.1,-99.9,     7.6,-99.9,    12.0,-99.9,     6.0,     6.2,     7.1,    10.6,    23.6,    11.3,    11.9,    12.6,    12.2,    12.7,     0.1,     0.1,     0.1,     0.1,     0.1,    4.79,    4.87,    5.25,    6.85,   14.50,   13.05,    3.31,-99.9,      29,     3.4,-99.9,-99.9,
2027,2003-02-02,,   15.83,-99.9,     5.2,    16.3,-99.9,     5.1,-99.9,    11.1,-99.9,     5.8,     6.0,     7.2,    10.7,    23.6,    10.7,    11.4,    12.4,    12.4,    12.9,     0.1,     0.1,     0.1,     0.1,     0.1,    4.74,    4.82,    5.28,    6.87,   14.48,   13.04,    3.32,-99.9,     297,     6.5,-99.9,-99.9,
2027,2003-02-03,,   15.83,-99.9,    10.4,    21.6,-99.9,     1.8,-99.9,    11.4,-99.9,     6.1,     5.9,     6.5,    10.1,    23.5,    11.7,    12.3,    12.7,    12.2,    13.1,     0.0,     0.1,     0.1,     0.1,     0.1,    4.84,    4.77,    5.01,    6.62,   14.45,   13.02,    3.32,-99.9,     216,     1.9,-99.9,-99.9,
2027,2003-02-04,,   15.83,-99.9,    14.9,    17.8,-99.9,     6.7,-99.9,    12.3,-99.9,     5.7,     6.1,     6.6,    10.0,    23.5,    12.7,    12.9,    12.4,    12.0,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    4.67,    4.83,    5.05,    6.53,   14.42,   13.07,    3.31,-99.9,     194,     3.4,-99.9,-99.9,
2027,2003-02-05,,   15.90,-99.9,     7.3,    18.2,-99.9,     7.2,-99.9,    14.9,-99.9,     5.7,     6.0,     6.3,    10.2,    23.8,    11.5,    12.3,    13.4,    13.1,    13.3,     0.1,     0.1,     0.1,     0.1,     0.1,    4.70,    4.82,    4.95,    6.62,   14.61,   13.04,    3.31,-99.9,     280,     6.0,-99.9,-99.9,
2027,2003-02-06,,   15.90,-99.9,     7.8,    16.3,-99.9,     2.7,-99.9,     8.7,-99.9,     5.1,     5.7,     6.9,    10.2,    23.4,    11.1,    11.7,    12.2,    12.4,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    4.43,    4.68,    5.18,    6.66,   14.39,   13.06,    3.32,-99.9,     363,     5.6,-99.9,-99.9,
2027,2003-02-07,,   16.39,-99.9,     8.6,    12.1,-99.9,     7.5,-99.9,     9.6,-99.9,    14.5,    12.8,     6.6,    10.2,    23.6,    10.4,    10.8,    11.2,    12.0,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    8.81,    7.91,    5.06,    6.62,   14.46,   13.05,    3.32,-99.9,      76,     5.1,-99.9,-99.9,
2027,2003-02-08,,   16.40,-99.9,     6.1,     8.7,-99.9,     6.0,-99.9,     7.5,-99.9,    11.4,    10.4,     8.9,    10.1,    23.3,     8.6,     9.2,    10.0,    11.4,    13.4,     0.1,     0.1,     0.1,     0.1,     0.2,    7.24,    6.75,    6.06,    6.59,   14.28,   12.99,    3.31,-99.9,     339,     7.2,-99.9,-99.9,
2027,2003-02-09,,   16.40,-99.9,     4.6,    12.3,-99.9,     3.5,-99.9,     6.4,-99.9,    10.6,     9.9,     9.0,    10.4,    23.3,     8.7,     9.4,    10.4,    11.1,    13.2,     0.1,     0.1,     0.1,     0.1,     0.2,    6.86,    6.52,    6.09,    6.75,   14.30,   13.08,    3.32,-99.9,     334,     4.3,-99.9,-99.9,
2027,2003-02-10,,   16.49,-99.9,     9.6,    14.4,-99.9,     4.6,-99.9,     8.7,-99.9,    11.4,    10.0,     8.8,    10.1,    23.5,    10.6,    11.0,    11.2,    11.3,    13.0,     0.1,     0.1,     0.1,     0.1,     0.1,    7.21,    6.55,    5.99,    6.62,   14.43,   13.05,    3.32,-99.9,     102,     3.9,-99.9,-99.9,
2027,2003-02-11,,   16.70,-99.9,     4.9,    17.6,-99.9,     4.8,-99.9,    12.6,-99.9,    11.7,    11.0,    11.2,    10.6,    23.4,    10.5,    11.2,    12.2,    12.2,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    7.37,    7.01,    7.15,    6.84,   14.36,   13.05,    3.32,-99.9,     278,     6.7,-99.9,-99.9,
2027,2003-02-12,,   16.70,-99.9,     4.0,    15.7,-99.9,     1.0,-99.9,     7.5,-99.9,    10.7,    10.3,    11.0,    10.7,    23.4,     9.4,    10.3,    11.4,    11.8,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    6.87,    6.68,    7.02,    6.90,   14.36,   13.05,    3.32,-99.9,     305,     2.6,-99.9,-99.9,
2027,2003-02-13,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2003-02-14,,   16.70,-99.9,     5.5,    19.9,-99.9,     4.3,-99.9,    10.6,-99.9,     9.9,     9.5,    10.2,    10.6,    23.3,    10.5,    11.2,    12.0,    11.8,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    6.49,    6.34,    6.66,    6.82,   14.30,   13.02,    3.31,-99.9,     354,     3.2,-99.9,      59,
2027,2003-02-15,,   16.70,-99.9,    11.7,    21.4,-99.9,     3.8,-99.9,    12.7,-99.9,     8.9,     9.2,     9.9,    10.5,    23.3,    11.8,    12.2,    12.4,    11.9,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    6.05,    6.17,    6.51,    6.81,   14.27,   13.05,    3.31,-99.9,     167,     3.7,-99.9,      58,
2027,2003-02-16,,   16.70,-99.9,    18.1,    25.6,-99.9,     9.9,-99.9,    17.9,-99.9,     9.3,     8.9,     9.9,    10.5,    23.3,    15.0,    15.2,    14.6,    12.9,    13.2,     0.0,     0.1,     0.1,     0.1,     0.2,    6.21,    6.04,    6.51,    6.81,   14.25,   13.03,    3.32,-99.9,     186,     4.5,-99.9,      55,
2027,2003-02-17,,   17.60,-99.9,     9.1,    19.7,-99.9,     9.0,-99.9,    17.8,-99.9,    15.6,    13.7,    14.9,    10.7,    23.4,    15.0,    15.5,    15.2,    14.0,    13.5,     0.0,     0.1,     0.1,     0.1,     0.1,    9.43,    8.42,    9.05,    6.87,   14.34,   13.02,    3.31,-99.9,     165,     6.3,-99.9,      61,
2027,2003-02-18,,   17.61,-99.9,     5.2,    10.9,-99.9,     5.0,-99.9,     7.3,-99.9,    13.3,    12.5,    13.9,    13.2,    23.3,    10.4,    11.1,    12.2,    13.2,    13.9,     0.1,     0.1,     0.1,     0.1,     0.2,    8.18,    7.78,    8.53,    8.15,   14.31,   13.03,    3.32,-99.9,     327,     5.8,-99.9,      67,
2027,2003-02-19,,   17.61,-99.9,     3.6,    12.5,-99.9,     3.6,-99.9,     6.2,-99.9,    11.7,    11.9,    13.6,    12.6,    23.6,     9.5,    10.3,    11.4,    12.3,    13.8,     0.1,     0.1,     0.1,     0.1,     0.2,    7.36,    7.45,    8.33,    7.85,   14.50,   13.08,    3.31,-99.9,     319,     4.4,-99.9,      64,
2027,2003-02-20,,   17.61,-99.9,    11.7,    19.6,-99.9,     2.0,-99.9,    10.7,-99.9,    11.2,    11.2,    12.6,    12.8,    24.1,    12.5,    13.0,    13.1,    12.4,    13.6,     0.1,     0.1,     0.1,     0.1,     0.1,    7.14,    7.11,    7.84,    7.93,   14.83,   13.05,    3.32,-99.9,      97,     2.2,-99.9,      61,
2027,2003-02-21,,   17.61,-99.9,    12.1,    18.7,-99.9,     8.7,-99.9,    13.7,-99.9,    10.8,    10.9,    12.6,    13.0,    24.0,    12.3,    12.7,    12.9,    12.7,    13.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.93,    6.97,    7.84,    8.04,   14.78,   13.08,    3.32,-99.9,      59,     3.1,-99.9,      61,
2027,2003-02-22,,   17.64,-99.9,    19.5,    21.0,-99.9,    11.8,-99.9,    16.5,-99.9,    11.4,    10.9,    12.0,    12.6,    24.1,    15.6,    15.7,    14.7,    13.4,    13.7,     0.1,     0.1,     0.1,     0.1,     0.1,    7.22,    6.98,    7.54,    7.81,   14.84,   13.06,    3.31,-99.9,     109,     4.0,-99.9,      59,
2027,2003-02-23,,   18.66,-99.9,    15.5,    22.3,-99.9,    15.4,-99.9,    20.1,-99.9,    14.9,    15.1,    15.8,    15.9,    25.0,    15.3,    15.7,    15.9,    14.8,    14.0,     0.0,     0.1,     0.1,     0.1,     0.1,    9.03,    9.18,    9.58,    9.59,   15.51,   13.08,    3.32,-99.9,     199,     9.4,-99.9,      61,
2027,2003-02-24,,   18.66,-99.9,     6.0,    17.2,-99.9,     5.7,-99.9,    10.8,-99.9,    12.5,    12.9,    14.3,    14.5,    25.3,    12.4,    13.2,    14.4,    14.4,    14.4,     0.1,     0.1,     0.1,     0.1,     0.1,    7.77,    8.00,    8.72,    8.85,   15.72,   13.05,    3.32,-99.9,     299,     6.1,-99.9,      65,
2027,2003-02-25,,   18.66,-99.9,    10.0,    22.0,-99.9,     4.0,-99.9,    12.4,-99.9,    11.8,    12.1,    13.2,    14.2,    25.0,    13.8,    14.4,    14.8,    14.1,    14.4,     0.1,     0.1,     0.1,     0.1,     0.1,    7.42,    7.58,    8.13,    8.68,   15.47,   13.03,    3.32,-99.9,     191,     2.1,-99.9,      62,
2027,2003-02-26,,   18.66,-99.9,    10.6,    23.6,-99.9,     8.2,-99.9,    15.1,-99.9,    11.3,    11.4,    13.0,    13.2,    24.7,    14.3,    14.9,    15.3,    14.5,    14.5,     0.1,     0.1,     0.1,     0.1,     0.2,    7.18,    7.22,    8.01,    8.15,   15.29,   13.02,    3.32,-99.9,      57,     1.5,-99.9,      61,
2027,2003-02-27,,   19.05,-99.9,    14.9,    22.3,-99.9,     9.7,-99.9,    16.0,-99.9,    15.2,    14.5,    13.0,    13.3,    24.9,    15.5,    15.8,    15.4,    14.5,    14.6,     0.1,     0.1,     0.1,     0.1,     0.1,    9.23,    8.86,    8.01,    8.21,   15.40,   13.03,    3.32,-99.9,     132,     3.6,-99.9,      61,
2027,2003-02-28,,   20.09,-99.9,     8.6,    15.0,-99.9,     8.4,-99.9,    12.2,-99.9,    14.4,    14.2,    15.0,    15.9,    25.9,    12.8,    13.4,    14.0,    14.4,    14.7,     0.0,     0.1,     0.1,     0.1,     0.1,    8.79,    8.70,    9.11,    9.59,   16.15,   13.03,    3.32,-99.9,      48,     5.7,-99.9,      65,
2027,2003-03-01,,   20.09,-99.9,    10.6,    16.4,-99.9,     6.8,-99.9,    10.5,-99.9,    13.0,    12.8,    14.6,    15.3,    25.5,    13.0,    13.6,    14.1,    14.1,    14.7,     0.0,     0.1,     0.0,     0.1,     0.1,    8.03,    7.94,    8.88,    9.28,   15.82,   13.07,    3.32,-99.9,      50,     4.5,-99.9,      64,
2027,2003-03-02,,   21.37,-99.9,    12.5,    12.7,-99.9,    10.1,-99.9,    11.3,-99.9,    16.5,    16.7,    17.4,    17.9,    26.3,    12.5,    12.9,    12.8,    13.4,    14.7,     0.1,     0.1,     0.1,     0.1,     0.1,    9.97,   10.05,   10.48,   10.77,   16.41,   12.93,    3.32,-99.9,      65,     4.6,-99.9,      65,
2027,2003-03-03,,   21.48,-99.9,    10.4,    16.0,-99.9,    10.3,-99.9,    13.2,-99.9,    14.0,    14.2,    15.3,    15.5,    28.8,    12.8,    13.4,    13.7,    13.7,    14.5,     0.0,     0.1,     0.1,     0.1,     0.1,    8.57,    8.66,    9.30,    9.41,   18.38,   13.10,    3.32,-99.9,     311,     5.3,-99.9,      63,
2027,2003-03-04,,   21.81,-99.9,     9.7,    12.5,-99.9,     7.4,-99.9,     9.9,-99.9,    16.7,    15.4,    15.5,    15.6,    28.9,    11.5,    12.1,    12.6,    13.3,    14.5,     0.0,     0.1,     0.0,     0.1,     0.1,   10.07,    9.33,    9.40,    9.44,   18.44,   13.06,    3.32,-99.9,      36,     4.2,-99.9,      65,
2027,2003-03-05,,   22.00,-99.9,    13.6,    13.9,-99.9,     9.6,-99.9,    11.6,-99.9,    14.4,    14.5,    16.0,    15.9,    31.5,    12.6,    12.9,    12.7,    12.9,    14.4,     0.1,     0.1,     0.0,     0.1,     0.1,    8.79,    8.84,    9.67,    9.61,   20.55,   13.08,    3.32,-99.9,      90,     5.5,-99.9,      63,
2027,2003-03-06,,   22.02,-99.9,    22.1,    25.5,-99.9,    13.6,-99.9,    19.2,-99.9,    13.8,    13.4,    14.8,    15.6,    31.8,    17.8,    17.8,    16.3,    14.1,    14.3,     0.0,     0.1,     0.1,     0.1,     0.1,    8.45,    8.23,    8.98,    9.42,   20.81,   13.07,    3.32,-99.9,     198,     3.3,-99.9,      59,
