

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:03:09 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,RHENC.D-1 (pct) ,LRADT.D-1 (lang) ,
2027,2016-01-12,,   13.95,    -0.3,    11.5,    -2.1,     3.6,    0.00,    14.0,    11.7,    13.9,    11.8,    25.5,     8.4,     7.9,    10.9,    11.6,    14.3,     0.1,     0.1,     0.1,     0.1,     0.1,    8.55,    7.35,    8.51,    7.43,   15.86,   12.91,    3.10,     321,     3.2,      98,      69,  263.36,
2027,2016-01-13,,   13.95,     3.2,    13.6,    -1.9,     5.1,    0.00,    13.0,    11.6,    13.2,    12.1,    25.7,     8.3,     7.9,    10.4,    10.8,    13.9,     0.1,     0.1,     0.1,     0.1,     0.1,    8.06,    7.30,    8.15,    7.55,   16.00,   12.92,    3.09,     242,     2.6,      79,      68,  252.14,
2027,2016-01-14,,   13.95,     1.9,    13.5,     1.4,     6.6,    0.00,    13.2,    11.5,    13.2,    11.9,    25.5,     8.3,     8.0,    10.5,    10.5,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    8.14,    7.27,    8.15,    7.50,   15.84,   12.93,    3.09,     326,     2.9,      97,      67,  252.35,
2027,2016-01-15,,   13.95,     9.8,    13.9,    -0.9,     6.4,    0.00,    13.2,    11.1,    13.1,    11.9,    25.5,     9.0,     8.4,    10.5,    10.1,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    8.15,    7.10,    8.08,    7.48,   15.84,   12.93,    3.09,      98,     1.8,      68,      68,  135.35,
2027,2016-01-16,,   14.90,     9.8,    19.5,     9.8,    14.1,    0.95,    16.9,    14.2,    16.2,    14.5,    25.5,    12.0,    11.4,    13.1,    11.2,    13.0,     0.0,     0.0,     0.1,     0.1,     0.1,   10.18,    8.66,    9.79,    8.83,   15.85,   12.98,    3.10,     196,     7.5,      96,      67,  159.22,
2027,2016-01-17,,   14.90,     9.4,    18.8,     7.2,    11.6,    0.00,    14.9,    13.0,    15.6,    13.7,    25.9,    11.7,    11.2,    13.2,    11.7,    13.0,     0.1,     0.1,     0.1,     0.1,     0.1,    9.08,    8.03,    9.47,    8.38,   16.16,   12.97,    3.11,     298,     1.7,      94,      68,  175.03,
2027,2016-01-18,,   14.99,     4.5,    13.0,     4.5,     9.6,    0.09,    15.1,    12.7,    15.2,    13.6,    25.4,     9.7,     9.2,    11.9,    11.6,    13.1,     0.1,     0.1,     0.1,     0.1,     0.2,    9.19,    7.91,    9.24,    8.36,   15.78,   12.95,    3.11,     329,     8.2,      72,      68,  246.74,
2027,2016-01-19,,   14.99,     2.5,    10.6,     0.7,     5.5,    0.00,    14.3,    12.1,    14.4,    13.3,    25.5,     8.3,     7.8,    10.5,    10.6,    13.0,     0.1,     0.1,     0.1,     0.1,     0.1,    8.72,    7.59,    8.77,    8.18,   15.88,   12.92,    3.10,     309,     6.2,      70,      68,  257.35,
2027,2016-01-20,,   14.99,    -0.8,     8.9,    -3.5,     2.0,    0.00,    13.8,    11.8,    13.7,    12.8,    25.3,     6.8,     6.4,     9.2,     9.7,    12.7,     0.1,     0.1,     0.1,     0.1,     0.2,    8.46,    7.41,    8.40,    7.93,   15.68,   12.90,    3.10,     330,     3.4,      94,      68,  268.67,
2027,2016-01-21,,   14.99,     9.9,    15.0,    -2.1,     6.3,    0.00,    13.4,    11.6,    14.2,    12.5,    25.5,     9.2,     8.7,    10.4,     9.4,    12.3,     0.1,     0.1,     0.1,     0.1,     0.1,    8.27,    7.33,    8.65,    7.79,   15.82,   12.94,    3.09,     153,     2.7,      58,      66,  257.24,
2027,2016-01-22,,   15.12,    11.9,    12.6,     5.3,    10.1,    0.13,    14.2,    11.9,    12.4,    11.9,    25.8,    10.2,     9.7,    11.3,    10.0,    12.1,     0.1,     0.1,     0.1,     0.1,     0.1,    8.65,    7.45,    7.72,    7.49,   16.07,   12.96,    3.11,     117,     2.8,      77,      67,   60.17,
2027,2016-01-23,,   15.63,     2.6,    19.8,     2.4,    12.1,    0.51,    16.3,    14.0,    15.6,    12.9,    25.5,     9.9,     9.6,    12.2,    11.0,    12.2,     0.1,     0.0,     0.1,     0.1,     0.1,    9.84,    8.54,    9.44,    7.98,   15.88,   12.93,    3.11,     205,     8.1,      84,      67,  167.48,
2027,2016-01-24,,   15.64,    -0.6,     4.1,    -0.6,     1.6,    0.01,    15.2,    12.9,    15.4,    13.3,    25.8,     4.9,     4.5,     7.7,     9.2,    12.3,     0.1,     0.1,     0.1,     0.1,     0.1,    9.21,    7.96,    9.32,    8.17,   16.09,   12.92,    3.10,     307,    12.1,      74,      70,   67.74,
2027,2016-01-25,,   15.64,    -0.2,    11.7,    -3.6,     2.1,    0.00,    14.2,    12.3,    14.0,    12.9,    25.4,     6.1,     5.8,     8.5,     8.5,    11.8,     0.1,     0.1,     0.1,     0.1,     0.2,    8.68,    7.67,    8.59,    8.01,   15.79,   12.92,    3.09,     315,     2.6,      96,      67,  277.75,
2027,2016-01-26,,   15.64,     3.5,    16.5,    -1.8,     6.4,    0.00,    13.9,    12.2,    13.5,    12.2,    25.3,     7.8,     7.4,     9.7,     8.8,    11.5,     0.1,     0.1,     0.1,     0.1,     0.2,    8.51,    7.60,    8.31,    7.60,   15.74,   12.93,    3.09,     107,     1.6,      96,      67,  256.73,
2027,2016-01-27,,   15.64,    11.4,    20.3,     2.7,    12.0,    0.00,    13.9,    12.1,    12.9,    12.5,    25.3,    10.4,     9.9,    11.4,     9.4,    11.3,     0.1,     0.1,     0.1,     0.1,     0.1,    8.49,    7.55,    7.96,    7.79,   15.70,   12.96,    3.10,     148,     3.0,      90,      67,  168.50,
2027,2016-01-28,,   15.70,    12.7,    17.4,     9.8,    13.0,    0.06,    13.8,    11.8,    13.7,    12.3,    25.1,    11.6,    11.0,    12.3,    10.3,    11.4,     0.1,     0.1,     0.1,     0.1,     0.2,    8.45,    7.42,    8.40,    7.69,   15.56,   12.96,    3.11,      28,     3.5,      97,      68,   64.33,
2027,2016-01-29,,   16.13,     7.0,    12.8,     7.0,    11.3,    0.43,    16.6,    13.5,    15.6,    12.9,    25.7,    10.5,    10.1,    12.2,    10.9,    11.7,     0.1,     0.1,     0.1,     0.1,     0.1,   10.04,    8.32,    9.44,    7.97,   15.97,   12.87,    3.11,       5,     4.2,      97,      68,   36.94,
2027,2016-01-30,,   16.13,     5.6,    17.7,     4.1,     9.7,    0.00,    15.8,    12.8,    15.5,    13.1,    25.4,     9.6,     9.3,    11.8,    10.6,    11.8,     0.0,     0.1,     0.1,     0.1,     0.1,    9.56,    7.95,    9.39,    8.08,   15.81,   12.97,    3.10,     260,     3.5,      92,      67,  282.23,
2027,2016-01-31,,   16.13,     9.3,    20.5,     2.1,    10.7,    0.00,    14.7,    12.5,    14.4,    12.5,    25.5,    10.5,    10.2,    12.3,    10.7,    11.8,     0.1,     0.1,     0.1,     0.1,     0.1,    8.95,    7.79,    8.79,    7.77,   15.88,   12.95,    3.10,     158,     2.0,      74,      67,  283.97,
2027,2016-02-01,,   16.13,    12.0,    18.6,     6.3,    11.8,    0.00,    14.0,    12.1,    14.3,    12.3,    25.3,    11.0,    10.5,    12.5,    10.8,    11.8,     0.1,     0.1,     0.1,     0.1,     0.1,    8.56,    7.58,    8.71,    7.70,   15.74,   12.96,    3.11,     155,     2.2,      81,      67,  145.76,
2027,2016-02-02,,   16.13,    13.6,    26.1,     8.8,    16.6,    0.00,    13.5,    12.0,    14.1,    12.1,    25.6,    13.7,    13.4,    14.9,    11.9,    11.9,     0.1,     0.1,     0.1,     0.1,     0.1,    8.32,    7.50,    8.59,    7.60,   15.90,   12.96,    3.11,     183,     2.2,      92,      66,  264.79,
2027,2016-02-03,,   16.14,    21.0,    23.6,    10.1,    17.3,    0.01,    14.1,    11.8,    13.3,    12.4,    25.5,    15.6,    14.8,    15.8,    12.6,    12.0,     0.1,     0.1,     0.1,     0.1,     0.1,    8.59,    7.40,    8.21,    7.73,   15.84,   12.99,    3.11,     106,     3.4,      83,      67,  162.89,
2027,2016-02-04,,   18.54,    13.9,    23.8,    13.9,    20.1,    2.40,    21.6,    16.5,    18.6,    17.9,    27.4,    16.2,    15.6,    17.2,    14.2,    12.5,     0.1,     0.1,     0.1,     0.1,     0.2,   13.15,    9.95,   11.21,   10.80,   17.25,   12.91,    3.12,     187,     6.5,      94,      68,   40.59,
2027,2016-02-05,,   18.81,     6.9,    13.9,     6.9,    11.5,    0.27,    16.5,    13.7,    16.0,    15.0,    28.5,    11.0,    10.7,    14.0,    13.4,    13.0,     0.0,     0.0,     0.1,     0.1,     0.1,    9.97,    8.41,    9.68,    9.09,   18.14,   12.97,    3.11,     320,     5.7,      51,      69,   82.11,
2027,2016-02-06,,   18.81,     1.7,    11.2,     1.0,     5.7,    0.00,    15.3,    12.8,    16.0,    13.7,    27.7,     8.7,     8.5,    11.6,    11.7,    13.0,     0.0,     0.1,     0.1,     0.1,     0.1,    9.29,    7.94,    9.64,    8.41,   17.50,   12.93,    3.10,     351,     6.6,      95,      68,  309.98,
2027,2016-02-07,,   18.82,     4.3,     8.8,     1.1,     4.9,    0.01,    14.5,    12.3,    14.0,    13.6,    26.9,     8.0,     7.5,    10.1,    10.3,    12.6,     0.1,     0.1,     0.1,     0.1,     0.1,    8.85,    7.69,    8.57,    8.33,   16.90,   12.93,    3.09,      41,     4.2,      79,      69,   95.68,
2027,2016-02-08,,   18.82,     4.0,    12.9,     2.3,     6.9,    0.00,    13.8,    12.0,    14.2,    13.2,    26.7,     8.1,     7.9,    10.6,    10.1,    12.3,     0.1,     0.1,     0.1,     0.1,     0.1,    8.45,    7.53,    8.67,    8.12,   16.71,   12.93,    3.10,     321,     6.2,      70,      67,  302.84,
2027,2016-02-09,,   18.96,     6.3,    16.4,     0.2,     7.3,    0.14,    14.9,    11.9,    13.6,    12.5,    26.3,     8.2,     7.8,    10.5,     9.9,    11.9,     0.1,     0.1,     0.1,     0.1,     0.1,    9.07,    7.49,    8.36,    7.78,   16.46,   12.91,    3.10,     242,     3.8,      54,      68,  232.76,
2027,2016-02-10,,   18.97,    -0.4,     9.8,    -0.4,     5.2,    0.01,    13.8,    11.7,    14.0,    12.6,    25.7,     6.5,     6.2,     9.3,     9.4,    11.7,     0.1,     0.1,     0.1,     0.1,     0.2,    8.45,    7.38,    8.57,    7.83,   16.01,   12.91,    3.10,     271,     6.7,      77,      68,  291.92,
2027,2016-02-11,,   18.97,     0.6,     7.5,    -2.2,     1.6,    0.00,    13.5,    11.5,    13.5,    12.0,    25.6,     5.9,     5.7,     8.5,     8.6,    11.4,     0.1,     0.1,     0.1,     0.1,     0.1,    8.28,    7.29,    8.30,    7.50,   15.94,   12.90,    3.09,     275,     5.2,      68,      68,  320.99,
2027,2016-02-12,,   18.97,    12.3,    20.0,    -1.8,     9.1,    0.00,    12.9,    11.3,    13.9,    12.0,    26.1,    10.0,     9.5,    11.0,     9.0,    11.0,     0.1,     0.1,     0.1,     0.1,     0.1,    7.98,    7.17,    8.54,    7.55,   16.30,   12.94,    3.09,     210,     2.8,      84,      65,  298.15,
2027,2016-02-13,,   18.97,    13.9,    21.5,    11.9,    15.6,    0.00,    13.2,    11.4,    12.6,    11.9,    25.5,    11.6,    11.3,    13.1,    10.6,    11.0,     0.1,     0.1,     0.1,     0.1,     0.1,    8.13,    7.21,    7.84,    7.46,   15.82,   12.96,    3.11,     246,     3.9,      49,      66,  195.33,
2027,2016-02-14,,   18.97,     3.6,    13.9,     3.5,     8.3,    0.00,    12.8,    10.9,    12.7,    12.0,    25.8,     9.2,     9.1,    11.7,    10.7,    11.3,     0.1,     0.1,     0.1,     0.1,     0.1,    7.95,    6.99,    7.86,    7.52,   16.09,   12.93,    3.11,     340,     7.3,      38,      67,  314.77,
2027,2016-02-15,,   18.97,     6.5,    14.1,    -0.6,     6.4,    0.00,    12.6,    10.7,    12.4,    12.0,    24.9,     9.9,     9.6,    11.6,    10.2,    11.4,     0.0,     0.1,     0.1,     0.1,     0.2,    7.84,    6.88,    7.75,    7.55,   15.44,   12.93,    3.10,      87,     5.7,      90,      65,  295.29,
2027,2016-02-16,,   19.63,    13.4,    20.6,     5.5,    12.5,    0.66,    24.6,    15.5,    12.8,    11.6,    25.2,    13.2,    12.6,    13.5,    10.8,    11.3,     0.0,     0.1,     0.1,     0.1,     0.1,   15.24,    9.37,    7.95,    7.31,   15.60,   12.96,    3.11,     138,     7.2,      94,      65,  182.38,
2027,2016-02-17,,   19.96,    10.7,    18.6,     9.7,    13.3,    0.33,    16.1,    13.8,    16.0,    14.1,    25.4,    12.2,    11.9,    14.1,    11.9,    11.6,     0.1,     0.1,     0.1,     0.1,     0.1,    9.71,    8.44,    9.69,    8.64,   15.78,   12.95,    3.11,     259,     4.1,      76,      65,  327.22,
2027,2016-02-18,,   19.96,     8.6,    16.9,     5.8,    11.4,    0.00,    15.4,    12.9,    16.1,    13.2,    26.2,    11.2,    11.0,    13.5,    11.8,    11.8,     0.0,     0.1,     0.1,     0.1,     0.1,    9.33,    7.98,    9.74,    8.12,   16.37,   12.93,    3.11,     305,     3.8,      71,      66,  323.24,
2027,2016-02-19,,   19.96,     9.8,    18.2,     3.4,    10.4,    0.00,    14.6,    12.6,    14.3,    12.9,    25.7,    11.5,    11.3,    13.4,    11.6,    11.8,     0.1,     0.0,     0.1,     0.1,     0.1,    8.90,    7.84,    8.74,    7.96,   16.03,   12.94,    3.10,      38,     3.8,      68,      65,  330.07,
2027,2016-02-20,,   19.96,    12.4,    20.3,     6.3,    12.7,    0.00,    13.9,    12.2,    14.5,    12.8,    25.4,    12.7,    12.4,    14.1,    11.9,    11.9,     0.1,     0.1,     0.1,     0.1,     0.1,    8.50,    7.63,    8.82,    7.92,   15.81,   12.95,    3.11,     124,     4.5,      78,      65,  330.79,
2027,2016-02-21,,   19.96,    15.4,    23.2,     6.3,    15.1,    0.00,    13.6,    12.0,    13.7,    12.7,    25.8,    14.6,    14.2,    15.6,    12.5,    12.0,     0.1,     0.1,     0.1,     0.1,     0.1,    8.38,    7.51,    8.43,    7.89,   16.05,   12.96,    3.11,     220,     1.9,      75,      64,  315.79,
2027,2016-02-22,,   19.96,    15.9,    22.6,    11.2,    16.6,    0.00,    13.4,    11.7,    13.1,    12.7,    25.4,    15.6,    15.2,    16.4,    13.2,    12.2,     0.1,     0.1,     0.1,     0.1,     0.1,    8.24,    7.36,    8.10,    7.89,   15.79,   12.96,    3.11,     202,     1.9,      84,      64,  212.67,
2027,2016-02-23,,   19.96,    15.9,    21.9,    13.6,    17.2,    0.00,    13.5,    11.4,    13.1,    12.4,    25.7,    15.5,    15.0,    16.5,    13.7,    12.5,     0.1,     0.1,     0.1,     0.1,     0.1,    8.31,    7.23,    8.09,    7.74,   16.00,   12.96,    3.11,     192,     1.8,      80,      65,  148.51,
2027,2016-02-24,,   19.96,    19.8,    25.8,    14.2,    19.7,    0.00,    13.4,    11.4,    12.2,    11.9,    25.2,    17.4,    16.9,    17.9,    14.4,    12.8,     0.1,     0.1,     0.1,     0.1,     0.1,    8.24,    7.23,    7.63,    7.50,   15.66,   12.97,    3.11,     168,     4.9,      83,      64,  246.33,
2027,2016-02-25,,   21.32,     9.2,    21.8,     9.2,    17.0,    1.36,    16.8,    13.8,    16.7,    15.6,    26.2,    13.7,    13.4,    16.4,    15.0,    13.3,     0.0,     0.1,     0.1,     0.1,     0.2,   10.12,    8.46,   10.06,    9.46,   16.34,   12.94,    3.12,     235,     9.3,      60,      66,  257.96,
2027,2016-02-26,,   21.32,     9.0,    14.6,     5.7,     9.6,    0.00,    15.5,    12.7,    14.9,    14.1,    26.0,    12.0,    11.6,    14.3,    13.5,    13.4,     0.0,     0.1,     0.1,     0.1,     0.2,    9.38,    7.89,    9.04,    8.61,   16.23,   12.94,    3.11,     283,     6.4,      55,      65,  349.45,
2027,2016-02-27,,   21.32,     3.4,    12.7,     3.4,     7.6,    0.00,    14.1,    12.3,    14.8,    13.6,    26.1,    10.7,    10.5,    13.3,    12.6,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    8.65,    7.68,    9.02,    8.36,   16.27,   12.92,    3.10,     317,     5.9,      89,      65,  360.98,
2027,2016-02-28,,   21.32,     4.8,    16.3,     0.3,     7.9,    0.00,    13.7,    11.9,    14.7,    12.9,    26.1,    11.2,    11.0,    13.5,    12.2,    13.0,     0.1,     0.1,     0.1,     0.1,     0.1,    8.43,    7.47,    8.96,    8.00,   16.28,   12.91,    3.10,     304,     2.0,      92,      64,  355.98,
2027,2016-02-29,,   21.32,    10.9,    20.8,     1.5,    11.5,    0.00,    13.9,    11.8,    13.5,    12.7,    26.0,    12.5,    12.2,    14.3,    12.4,    12.8,     0.1,     0.1,     0.1,     0.1,     0.1,    8.54,    7.41,    8.29,    7.90,   16.25,   12.93,    3.10,     204,     1.8,      57,      63,  361.69,
2027,2016-03-01,,   21.32,    12.0,    22.1,     6.0,    14.1,    0.00,    13.2,    11.6,    13.2,    12.0,    25.7,    13.6,    13.2,    15.1,    12.8,    12.7,     0.1,     0.1,     0.1,     0.1,     0.1,    8.14,    7.34,    8.13,    7.51,   16.02,   12.94,    3.11,     235,     2.9,      91,      63,  278.97,
2027,2016-03-02,,   21.32,    16.7,    23.6,     9.2,    16.8,    0.00,    13.2,    11.5,    13.2,    12.4,    25.5,    15.4,    15.0,    16.4,    13.4,    12.8,     0.1,     0.1,     0.1,     0.1,     0.1,    8.12,    7.27,    8.13,    7.75,   15.84,   12.96,    3.11,     215,     2.7,      72,      63,  289.37,
2027,2016-03-03,,   21.39,     6.7,    17.9,     6.7,    14.0,    0.07,    12.5,    10.9,    12.9,    11.6,    25.3,    13.3,    13.2,    15.7,    13.9,    13.0,     0.1,     0.1,     0.1,     0.1,     0.1,    7.80,    6.98,    7.97,    7.31,   15.73,   12.93,    3.12,     306,     6.4,      86,      64,  373.22,
2027,2016-03-04,,   22.11,     8.9,    21.3,     3.8,    12.6,    0.72,    23.4,    15.3,    12.6,    11.9,    25.3,    12.9,    12.9,    15.5,    13.5,    13.1,     0.0,     0.0,     0.1,     0.1,     0.1,   14.35,    9.29,    7.82,    7.46,   15.73,   12.92,    3.10,     115,     5.5,      96,      63,  339.15,
2027,2016-03-05,,   22.11,     6.9,    15.1,     6.7,    10.5,    0.00,    16.4,    13.3,    15.8,    12.3,    25.3,    12.0,    11.6,    14.2,    13.0,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    9.88,    8.19,    9.55,    7.69,   15.69,   12.95,    3.11,     340,     5.4,      97,      64,  228.07,
2027,2016-03-06,,   22.11,     8.4,    19.9,     3.6,    11.5,    0.00,    15.0,    12.8,    15.6,    12.7,    25.5,    13.0,    12.6,    14.9,    13.0,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    9.09,    7.91,    9.45,    7.89,   15.85,   12.94,    3.10,     319,     1.6,      95,      62,  348.43,
2027,2016-03-07,,   22.11,    11.2,    19.6,     6.2,    12.3,    0.00,    14.7,    12.2,    13.9,    12.5,    25.5,    13.1,    12.8,    15.0,    13.1,    13.0,     0.1,     0.1,     0.1,     0.1,     0.1,    8.95,    7.63,    8.50,    7.76,   15.84,   12.93,    3.11,       7,     3.7,      70,      63,  383.93,
2027,2016-03-08,,   22.11,    15.1,    23.1,     6.1,    15.4,    0.00,    14.3,    12.2,    14.4,    11.8,    25.8,    15.0,    14.6,    16.1,    13.5,    13.0,     0.0,     0.1,     0.1,     0.1,     0.1,    8.73,    7.61,    8.81,    7.41,   16.05,   12.95,    3.11,     121,     4.6,      77,      62,  371.89,
2027,2016-03-09,,   22.11,    17.7,    25.9,     9.4,    18.3,    0.00,    13.2,    11.8,    13.3,    12.1,    25.3,    16.5,    16.0,    17.4,    14.2,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    8.14,    7.42,    8.20,    7.57,   15.71,   12.95,    3.11,     134,     4.7,      70,      62,  370.16,
2027,2016-03-10,,   22.11,    18.6,    25.8,    13.4,    19.5,    0.00,    13.5,    11.2,    13.7,    12.2,    25.1,    17.1,    16.7,    18.0,    14.9,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    8.29,    7.11,    8.39,    7.62,   15.59,   12.96,    3.12,     139,     5.8,      76,      62,  311.30,
2027,2016-03-11,,   22.11,    15.5,    28.3,    15.5,    21.2,    0.00,    12.9,    11.2,    11.6,    11.6,    25.0,    17.9,    17.5,    18.9,    15.6,    13.7,     0.1,     0.1,     0.1,     0.1,     0.2,    7.97,    7.11,    7.32,    7.31,   15.48,   12.95,    3.12,     164,     4.9,      90,      62,  317.22,
2027,2016-03-12,,   22.11,    17.0,    28.7,    15.3,    21.3,    0.00,    12.2,    10.9,    11.8,    11.6,    25.1,    18.9,    18.5,    19.8,    16.3,    14.1,     0.1,     0.1,     0.1,     0.1,     0.1,    7.61,    6.99,    7.44,    7.31,   15.53,   12.95,    3.12,     175,     3.1,      90,      61,  349.15,
2027,2016-03-13,,   22.11,    20.7,    28.4,    14.1,    21.4,    0.00,    11.3,    10.6,    11.5,    11.4,    25.1,    19.3,    18.8,    20.0,    16.7,    14.4,     0.1,     0.1,     0.1,     0.1,     0.1,    7.19,    6.82,    7.29,    7.24,   15.60,   12.96,    3.12,     143,     4.2,      72,      62,  309.88,
2027,2016-03-14,,   22.15,    18.4,    27.1,    18.4,    21.9,    0.04,    11.4,    10.2,    11.3,    11.5,    25.3,    19.4,    18.9,    20.4,    17.1,    14.7,     0.1,     0.1,     0.1,     0.1,     0.1,    7.21,    6.67,    7.18,    7.28,   15.70,   12.97,    3.12,     173,     4.4,      93,      62,  231.03,
